Draw,Date,Pick3,Pick4,Date_Time,Date_Str,Date_Delta,Pick3str,Pick4str,P3B1,P3B2,P3B3,P4B1,P4B2,P4B3,P4B4
0,2016-07-18,474,9843,2016-07-18,20160718,1660.0,474,9843,4,7,4,9,8,4,3
0,2016-07-19,324,5422,2016-07-19,20160719,1661.0,324,5422,3,2,4,5,4,2,2
1,2016-07-19,651,6622,2016-07-19,20160719,1661.0,651,6622,6,5,1,6,6,2,2
0,2016-07-20,697,5649,2016-07-20,20160720,1662.0,697,5649,6,9,7,5,6,4,9
1,2016-07-20,546,5818,2016-07-20,20160720,1662.0,546,5818,5,4,6,5,8,1,8
0,2016-07-21,542,2343,2016-07-21,20160721,1663.0,542,2343,5,4,2,2,3,4,3
1,2016-07-21,143,2199,2016-07-21,20160721,1663.0,143,2199,1,4,3,2,1,9,9
0,2016-07-22,988,9454,2016-07-22,20160722,1664.0,988,9454,9,8,8,9,4,5,4
1,2016-07-22,488,1472,2016-07-22,20160722,1664.0,488,1472,4,8,8,1,4,7,2
0,2016-07-23,710,9751,2016-07-23,20160723,1665.0,710,9751,7,1,0,9,7,5,1
1,2016-07-23,873,5994,2016-07-23,20160723,1665.0,873,5994,8,7,3,5,9,9,4
1,2016-07-24,553,3408,2016-07-24,20160724,1666.0,553,3408,5,5,3,3,4,0,8
0,2016-07-24,995,85,2016-07-24,20160724,1666.0,995,0085,9,9,5,0,0,8,5
0,2016-07-25,692,4562,2016-07-25,20160725,1667.0,692,4562,6,9,2,4,5,6,2
1,2016-07-25,977,1063,2016-07-25,20160725,1667.0,977,1063,9,7,7,1,0,6,3
0,2016-07-26,806,7927,2016-07-26,20160726,1668.0,806,7927,8,0,6,7,9,2,7
1,2016-07-26,570,9779,2016-07-26,20160726,1668.0,570,9779,5,7,0,9,7,7,9
0,2016-07-27,490,5401,2016-07-27,20160727,1669.0,490,5401,4,9,0,5,4,0,1
1,2016-07-27,565,344,2016-07-27,20160727,1669.0,565,0344,5,6,5,0,3,4,4
0,2016-07-28,313,244,2016-07-28,20160728,1670.0,313,0244,3,1,3,0,2,4,4
1,2016-07-28,772,1023,2016-07-28,20160728,1670.0,772,1023,7,7,2,1,0,2,3
1,2016-07-29,587,1538,2016-07-29,20160729,1671.0,587,1538,5,8,7,1,5,3,8
0,2016-07-29,823,6585,2016-07-29,20160729,1671.0,823,6585,8,2,3,6,5,8,5
0,2016-07-30,218,2591,2016-07-30,20160730,1672.0,218,2591,2,1,8,2,5,9,1
1,2016-07-30,795,6439,2016-07-30,20160730,1672.0,795,6439,7,9,5,6,4,3,9
0,2016-07-31,660,9349,2016-07-31,20160731,1673.0,660,9349,6,6,0,9,3,4,9
1,2016-07-31,52,6729,2016-07-31,20160731,1673.0,052,6729,0,5,2,6,7,2,9
0,2016-08-01,721,2461,2016-08-01,20160801,1674.0,721,2461,7,2,1,2,4,6,1
1,2016-08-01,285,4025,2016-08-01,20160801,1674.0,285,4025,2,8,5,4,0,2,5
0,2016-08-02,691,5304,2016-08-02,20160802,1675.0,691,5304,6,9,1,5,3,0,4
1,2016-08-02,191,5351,2016-08-02,20160802,1675.0,191,5351,1,9,1,5,3,5,1
1,2016-08-03,560,7781,2016-08-03,20160803,1676.0,560,7781,5,6,0,7,7,8,1
0,2016-08-03,940,4415,2016-08-03,20160803,1676.0,940,4415,9,4,0,4,4,1,5
1,2016-08-04,638,8941,2016-08-04,20160804,1677.0,638,8941,6,3,8,8,9,4,1
0,2016-08-04,992,5679,2016-08-04,20160804,1677.0,992,5679,9,9,2,5,6,7,9
0,2016-08-05,461,8569,2016-08-05,20160805,1678.0,461,8569,4,6,1,8,5,6,9
1,2016-08-05,345,4773,2016-08-05,20160805,1678.0,345,4773,3,4,5,4,7,7,3
0,2016-08-06,300,2034,2016-08-06,20160806,1679.0,300,2034,3,0,0,2,0,3,4
1,2016-08-06,580,7111,2016-08-06,20160806,1679.0,580,7111,5,8,0,7,1,1,1
0,2016-08-07,631,9409,2016-08-07,20160807,1680.0,631,9409,6,3,1,9,4,0,9
1,2016-08-07,616,5933,2016-08-07,20160807,1680.0,616,5933,6,1,6,5,9,3,3
0,2016-08-08,31,1366,2016-08-08,20160808,1681.0,031,1366,0,3,1,1,3,6,6
1,2016-08-08,615,9903,2016-08-08,20160808,1681.0,615,9903,6,1,5,9,9,0,3
1,2016-08-09,120,6671,2016-08-09,20160809,1682.0,120,6671,1,2,0,6,6,7,1
0,2016-08-09,667,7175,2016-08-09,20160809,1682.0,667,7175,6,6,7,7,1,7,5
0,2016-08-10,337,8804,2016-08-10,20160810,1683.0,337,8804,3,3,7,8,8,0,4
1,2016-08-10,371,6858,2016-08-10,20160810,1683.0,371,6858,3,7,1,6,8,5,8
0,2016-08-11,990,2233,2016-08-11,20160811,1684.0,990,2233,9,9,0,2,2,3,3
1,2016-08-11,552,1431,2016-08-11,20160811,1684.0,552,1431,5,5,2,1,4,3,1
0,2016-08-12,903,9518,2016-08-12,20160812,1685.0,903,9518,9,0,3,9,5,1,8
1,2016-08-12,970,9484,2016-08-12,20160812,1685.0,970,9484,9,7,0,9,4,8,4
0,2016-08-13,461,3346,2016-08-13,20160813,1686.0,461,3346,4,6,1,3,3,4,6
1,2016-08-13,919,7800,2016-08-13,20160813,1686.0,919,7800,9,1,9,7,8,0,0
0,2016-08-14,843,5455,2016-08-14,20160814,1687.0,843,5455,8,4,3,5,4,5,5
1,2016-08-14,922,5567,2016-08-14,20160814,1687.0,922,5567,9,2,2,5,5,6,7
0,2016-08-15,603,2281,2016-08-15,20160815,1688.0,603,2281,6,0,3,2,2,8,1
1,2016-08-15,924,8811,2016-08-15,20160815,1688.0,924,8811,9,2,4,8,8,1,1
1,2016-08-16,486,8762,2016-08-16,20160816,1689.0,486,8762,4,8,6,8,7,6,2
0,2016-08-16,675,1303,2016-08-16,20160816,1689.0,675,1303,6,7,5,1,3,0,3
0,2016-08-17,736,7796,2016-08-17,20160817,1690.0,736,7796,7,3,6,7,7,9,6
1,2016-08-17,396,6285,2016-08-17,20160817,1690.0,396,6285,3,9,6,6,2,8,5
0,2016-08-18,319,3466,2016-08-18,20160818,1691.0,319,3466,3,1,9,3,4,6,6
1,2016-08-18,407,4766,2016-08-18,20160818,1691.0,407,4766,4,0,7,4,7,6,6
0,2016-08-19,342,8301,2016-08-19,20160819,1692.0,342,8301,3,4,2,8,3,0,1
1,2016-08-19,545,88,2016-08-19,20160819,1692.0,545,0088,5,4,5,0,0,8,8
0,2016-08-20,46,6441,2016-08-20,20160820,1693.0,046,6441,0,4,6,6,4,4,1
1,2016-08-20,645,3333,2016-08-20,20160820,1693.0,645,3333,6,4,5,3,3,3,3
1,2016-08-21,201,2240,2016-08-21,20160821,1694.0,201,2240,2,0,1,2,2,4,0
0,2016-08-21,607,2530,2016-08-21,20160821,1694.0,607,2530,6,0,7,2,5,3,0
0,2016-08-22,376,2176,2016-08-22,20160822,1695.0,376,2176,3,7,6,2,1,7,6
1,2016-08-22,680,9187,2016-08-22,20160822,1695.0,680,9187,6,8,0,9,1,8,7
0,2016-08-23,668,5352,2016-08-23,20160823,1696.0,668,5352,6,6,8,5,3,5,2
1,2016-08-23,630,2817,2016-08-23,20160823,1696.0,630,2817,6,3,0,2,8,1,7
0,2016-08-24,670,7487,2016-08-24,20160824,1697.0,670,7487,6,7,0,7,4,8,7
1,2016-08-24,783,7838,2016-08-24,20160824,1697.0,783,7838,7,8,3,7,8,3,8
0,2016-08-25,495,7800,2016-08-25,20160825,1698.0,495,7800,4,9,5,7,8,0,0
1,2016-08-25,40,3052,2016-08-25,20160825,1698.0,040,3052,0,4,0,3,0,5,2
0,2016-08-26,454,1928,2016-08-26,20160826,1699.0,454,1928,4,5,4,1,9,2,8
1,2016-08-26,928,9535,2016-08-26,20160826,1699.0,928,9535,9,2,8,9,5,3,5
1,2016-08-27,488,1067,2016-08-27,20160827,1700.0,488,1067,4,8,8,1,0,6,7
0,2016-08-27,629,2690,2016-08-27,20160827,1700.0,629,2690,6,2,9,2,6,9,0
0,2016-08-28,640,7910,2016-08-28,20160828,1701.0,640,7910,6,4,0,7,9,1,0
1,2016-08-28,87,3100,2016-08-28,20160828,1701.0,087,3100,0,8,7,3,1,0,0
0,2016-08-29,925,7074,2016-08-29,20160829,1702.0,925,7074,9,2,5,7,0,7,4
1,2016-08-29,920,1752,2016-08-29,20160829,1702.0,920,1752,9,2,0,1,7,5,2
0,2016-08-30,689,349,2016-08-30,20160830,1703.0,689,0349,6,8,9,0,3,4,9
1,2016-08-30,755,8231,2016-08-30,20160830,1703.0,755,8231,7,5,5,8,2,3,1
0,2016-08-31,191,2338,2016-08-31,20160831,1704.0,191,2338,1,9,1,2,3,3,8
1,2016-08-31,488,6218,2016-08-31,20160831,1704.0,488,6218,4,8,8,6,2,1,8
1,2016-09-01,875,2402,2016-09-01,20160901,1705.0,875,2402,8,7,5,2,4,0,2
0,2016-09-01,250,6622,2016-09-01,20160901,1705.0,250,6622,2,5,0,6,6,2,2
1,2016-09-02,771,753,2016-09-02,20160902,1706.0,771,0753,7,7,1,0,7,5,3
0,2016-09-02,77,3399,2016-09-02,20160902,1706.0,077,3399,0,7,7,3,3,9,9
0,2016-09-03,55,60,2016-09-03,20160903,1707.0,055,0060,0,5,5,0,0,6,0
1,2016-09-03,354,5757,2016-09-03,20160903,1707.0,354,5757,3,5,4,5,7,5,7
0,2016-09-04,729,9708,2016-09-04,20160904,1708.0,729,9708,7,2,9,9,7,0,8
1,2016-09-04,185,5207,2016-09-04,20160904,1708.0,185,5207,1,8,5,5,2,0,7
0,2016-09-05,610,1821,2016-09-05,20160905,1709.0,610,1821,6,1,0,1,8,2,1
1,2016-09-05,753,6866,2016-09-05,20160905,1709.0,753,6866,7,5,3,6,8,6,6
0,2016-09-06,637,7063,2016-09-06,20160906,1710.0,637,7063,6,3,7,7,0,6,3
1,2016-09-06,419,6815,2016-09-06,20160906,1710.0,419,6815,4,1,9,6,8,1,5
1,2016-09-07,728,3632,2016-09-07,20160907,1711.0,728,3632,7,2,8,3,6,3,2
0,2016-09-07,900,3610,2016-09-07,20160907,1711.0,900,3610,9,0,0,3,6,1,0
1,2016-09-08,36,286,2016-09-08,20160908,1712.0,036,0286,0,3,6,0,2,8,6
0,2016-09-08,956,8574,2016-09-08,20160908,1712.0,956,8574,9,5,6,8,5,7,4
0,2016-09-09,28,6637,2016-09-09,20160909,1713.0,028,6637,0,2,8,6,6,3,7
1,2016-09-09,988,1317,2016-09-09,20160909,1713.0,988,1317,9,8,8,1,3,1,7
0,2016-09-10,558,3618,2016-09-10,20160910,1714.0,558,3618,5,5,8,3,6,1,8
1,2016-09-10,85,535,2016-09-10,20160910,1714.0,085,0535,0,8,5,0,5,3,5
0,2016-09-11,551,76,2016-09-11,20160911,1715.0,551,0076,5,5,1,0,0,7,6
1,2016-09-11,637,9553,2016-09-11,20160911,1715.0,637,9553,6,3,7,9,5,5,3
0,2016-09-12,407,2998,2016-09-12,20160912,1716.0,407,2998,4,0,7,2,9,9,8
1,2016-09-12,1,4571,2016-09-12,20160912,1716.0,001,4571,0,0,1,4,5,7,1
0,2016-09-13,50,8496,2016-09-13,20160913,1717.0,050,8496,0,5,0,8,4,9,6
1,2016-09-13,829,1708,2016-09-13,20160913,1717.0,829,1708,8,2,9,1,7,0,8
1,2016-09-14,970,9365,2016-09-14,20160914,1718.0,970,9365,9,7,0,9,3,6,5
0,2016-09-14,81,6887,2016-09-14,20160914,1718.0,081,6887,0,8,1,6,8,8,7
0,2016-09-15,154,4850,2016-09-15,20160915,1719.0,154,4850,1,5,4,4,8,5,0
1,2016-09-15,870,5202,2016-09-15,20160915,1719.0,870,5202,8,7,0,5,2,0,2
0,2016-09-16,539,3717,2016-09-16,20160916,1720.0,539,3717,5,3,9,3,7,1,7
1,2016-09-16,904,3392,2016-09-16,20160916,1720.0,904,3392,9,0,4,3,3,9,2
0,2016-09-17,472,5833,2016-09-17,20160917,1721.0,472,5833,4,7,2,5,8,3,3
1,2016-09-17,180,2738,2016-09-17,20160917,1721.0,180,2738,1,8,0,2,7,3,8
0,2016-09-18,209,897,2016-09-18,20160918,1722.0,209,0897,2,0,9,0,8,9,7
1,2016-09-18,322,5711,2016-09-18,20160918,1722.0,322,5711,3,2,2,5,7,1,1
1,2016-09-19,215,9884,2016-09-19,20160919,1723.0,215,9884,2,1,5,9,8,8,4
0,2016-09-19,450,1049,2016-09-19,20160919,1723.0,450,1049,4,5,0,1,0,4,9
0,2016-09-20,225,9072,2016-09-20,20160920,1724.0,225,9072,2,2,5,9,0,7,2
1,2016-09-20,192,8553,2016-09-20,20160920,1724.0,192,8553,1,9,2,8,5,5,3
0,2016-09-21,193,940,2016-09-21,20160921,1725.0,193,0940,1,9,3,0,9,4,0
1,2016-09-21,128,3045,2016-09-21,20160921,1725.0,128,3045,1,2,8,3,0,4,5
0,2016-09-22,837,2812,2016-09-22,20160922,1726.0,837,2812,8,3,7,2,8,1,2
1,2016-09-22,665,6221,2016-09-22,20160922,1726.0,665,6221,6,6,5,6,2,2,1
0,2016-09-23,165,1494,2016-09-23,20160923,1727.0,165,1494,1,6,5,1,4,9,4
1,2016-09-23,256,5979,2016-09-23,20160923,1727.0,256,5979,2,5,6,5,9,7,9
1,2016-09-24,567,2086,2016-09-24,20160924,1728.0,567,2086,5,6,7,2,0,8,6
0,2016-09-24,1,2450,2016-09-24,20160924,1728.0,001,2450,0,0,1,2,4,5,0
0,2016-09-25,982,8859,2016-09-25,20160925,1729.0,982,8859,9,8,2,8,8,5,9
1,2016-09-25,956,7352,2016-09-25,20160925,1729.0,956,7352,9,5,6,7,3,5,2
0,2016-09-26,181,498,2016-09-26,20160926,1730.0,181,0498,1,8,1,0,4,9,8
1,2016-09-26,590,1590,2016-09-26,20160926,1730.0,590,1590,5,9,0,1,5,9,0
0,2016-09-27,635,1880,2016-09-27,20160927,1731.0,635,1880,6,3,5,1,8,8,0
1,2016-09-27,729,411,2016-09-27,20160927,1731.0,729,0411,7,2,9,0,4,1,1
0,2016-09-28,520,323,2016-09-28,20160928,1732.0,520,0323,5,2,0,0,3,2,3
1,2016-09-28,479,5187,2016-09-28,20160928,1732.0,479,5187,4,7,9,5,1,8,7
0,2016-09-29,887,1256,2016-09-29,20160929,1733.0,887,1256,8,8,7,1,2,5,6
1,2016-09-29,642,1749,2016-09-29,20160929,1733.0,642,1749,6,4,2,1,7,4,9
0,2016-09-30,190,7270,2016-09-30,20160930,1734.0,190,7270,1,9,0,7,2,7,0
1,2016-09-30,969,1687,2016-09-30,20160930,1734.0,969,1687,9,6,9,1,6,8,7
1,2016-10-01,958,925,2016-10-01,20161001,1735.0,958,0925,9,5,8,0,9,2,5
0,2016-10-01,386,4083,2016-10-01,20161001,1735.0,386,4083,3,8,6,4,0,8,3
0,2016-10-02,687,2766,2016-10-02,20161002,1736.0,687,2766,6,8,7,2,7,6,6
1,2016-10-02,530,1844,2016-10-02,20161002,1736.0,530,1844,5,3,0,1,8,4,4
0,2016-10-03,469,8993,2016-10-03,20161003,1737.0,469,8993,4,6,9,8,9,9,3
1,2016-10-03,718,3394,2016-10-03,20161003,1737.0,718,3394,7,1,8,3,3,9,4
0,2016-10-04,467,1064,2016-10-04,20161004,1738.0,467,1064,4,6,7,1,0,6,4
1,2016-10-04,563,6209,2016-10-04,20161004,1738.0,563,6209,5,6,3,6,2,0,9
0,2016-10-05,335,3463,2016-10-05,20161005,1739.0,335,3463,3,3,5,3,4,6,3
1,2016-10-05,344,1103,2016-10-05,20161005,1739.0,344,1103,3,4,4,1,1,0,3
1,2016-10-06,974,5436,2016-10-06,20161006,1740.0,974,5436,9,7,4,5,4,3,6
0,2016-10-06,754,4022,2016-10-06,20161006,1740.0,754,4022,7,5,4,4,0,2,2
0,2016-10-07,67,6053,2016-10-07,20161007,1741.0,067,6053,0,6,7,6,0,5,3
1,2016-10-07,649,3323,2016-10-07,20161007,1741.0,649,3323,6,4,9,3,3,2,3
0,2016-10-08,72,8365,2016-10-08,20161008,1742.0,072,8365,0,7,2,8,3,6,5
1,2016-10-08,311,8361,2016-10-08,20161008,1742.0,311,8361,3,1,1,8,3,6,1
0,2016-10-09,454,2868,2016-10-09,20161009,1743.0,454,2868,4,5,4,2,8,6,8
1,2016-10-09,130,5273,2016-10-09,20161009,1743.0,130,5273,1,3,0,5,2,7,3
0,2016-10-10,181,3994,2016-10-10,20161010,1744.0,181,3994,1,8,1,3,9,9,4
1,2016-10-10,866,7335,2016-10-10,20161010,1744.0,866,7335,8,6,6,7,3,3,5
1,2016-10-11,190,4349,2016-10-11,20161011,1745.0,190,4349,1,9,0,4,3,4,9
0,2016-10-11,841,2267,2016-10-11,20161011,1745.0,841,2267,8,4,1,2,2,6,7
1,2016-10-12,990,9025,2016-10-12,20161012,1746.0,990,9025,9,9,0,9,0,2,5
0,2016-10-12,813,7495,2016-10-12,20161012,1746.0,813,7495,8,1,3,7,4,9,5
0,2016-10-13,239,9296,2016-10-13,20161013,1747.0,239,9296,2,3,9,9,2,9,6
1,2016-10-13,106,9965,2016-10-13,20161013,1747.0,106,9965,1,0,6,9,9,6,5
0,2016-10-14,59,363,2016-10-14,20161014,1748.0,059,0363,0,5,9,0,3,6,3
1,2016-10-14,539,5878,2016-10-14,20161014,1748.0,539,5878,5,3,9,5,8,7,8
0,2016-10-15,953,4918,2016-10-15,20161015,1749.0,953,4918,9,5,3,4,9,1,8
1,2016-10-15,228,9494,2016-10-15,20161015,1749.0,228,9494,2,2,8,9,4,9,4
0,2016-10-16,816,8272,2016-10-16,20161016,1750.0,816,8272,8,1,6,8,2,7,2
1,2016-10-16,437,8437,2016-10-16,20161016,1750.0,437,8437,4,3,7,8,4,3,7
1,2016-10-17,252,6848,2016-10-17,20161017,1751.0,252,6848,2,5,2,6,8,4,8
0,2016-10-17,381,3797,2016-10-17,20161017,1751.0,381,3797,3,8,1,3,7,9,7
0,2016-10-18,328,5037,2016-10-18,20161018,1752.0,328,5037,3,2,8,5,0,3,7
1,2016-10-18,718,7841,2016-10-18,20161018,1752.0,718,7841,7,1,8,7,8,4,1
0,2016-10-19,21,2330,2016-10-19,20161019,1753.0,021,2330,0,2,1,2,3,3,0
1,2016-10-19,889,9629,2016-10-19,20161019,1753.0,889,9629,8,8,9,9,6,2,9
0,2016-10-20,700,375,2016-10-20,20161020,1754.0,700,0375,7,0,0,0,3,7,5
1,2016-10-20,395,7357,2016-10-20,20161020,1754.0,395,7357,3,9,5,7,3,5,7
0,2016-10-21,37,862,2016-10-21,20161021,1755.0,037,0862,0,3,7,0,8,6,2
1,2016-10-21,767,3146,2016-10-21,20161021,1755.0,767,3146,7,6,7,3,1,4,6
0,2016-10-22,452,160,2016-10-22,20161022,1756.0,452,0160,4,5,2,0,1,6,0
1,2016-10-22,382,3451,2016-10-22,20161022,1756.0,382,3451,3,8,2,3,4,5,1
1,2016-10-23,192,3912,2016-10-23,20161023,1757.0,192,3912,1,9,2,3,9,1,2
0,2016-10-23,437,1330,2016-10-23,20161023,1757.0,437,1330,4,3,7,1,3,3,0
0,2016-10-24,690,2101,2016-10-24,20161024,1758.0,690,2101,6,9,0,2,1,0,1
1,2016-10-24,701,7336,2016-10-24,20161024,1758.0,701,7336,7,0,1,7,3,3,6
0,2016-10-25,833,6857,2016-10-25,20161025,1759.0,833,6857,8,3,3,6,8,5,7
1,2016-10-25,13,2377,2016-10-25,20161025,1759.0,013,2377,0,1,3,2,3,7,7
0,2016-10-26,822,8948,2016-10-26,20161026,1760.0,822,8948,8,2,2,8,9,4,8
1,2016-10-26,178,6802,2016-10-26,20161026,1760.0,178,6802,1,7,8,6,8,0,2
0,2016-10-27,942,757,2016-10-27,20161027,1761.0,942,0757,9,4,2,0,7,5,7
1,2016-10-27,361,3879,2016-10-27,20161027,1761.0,361,3879,3,6,1,3,8,7,9
1,2016-10-28,634,6256,2016-10-28,20161028,1762.0,634,6256,6,3,4,6,2,5,6
0,2016-10-28,39,5257,2016-10-28,20161028,1762.0,039,5257,0,3,9,5,2,5,7
0,2016-10-29,578,7816,2016-10-29,20161029,1763.0,578,7816,5,7,8,7,8,1,6
1,2016-10-29,432,2157,2016-10-29,20161029,1763.0,432,2157,4,3,2,2,1,5,7
0,2016-10-30,227,1998,2016-10-30,20161030,1764.0,227,1998,2,2,7,1,9,9,8
1,2016-10-30,944,8793,2016-10-30,20161030,1764.0,944,8793,9,4,4,8,7,9,3
0,2016-10-31,934,9582,2016-10-31,20161031,1765.0,934,9582,9,3,4,9,5,8,2
1,2016-10-31,100,1266,2016-10-31,20161031,1765.0,100,1266,1,0,0,1,2,6,6
0,2016-11-01,790,2394,2016-11-01,20161101,1766.0,790,2394,7,9,0,2,3,9,4
1,2016-11-01,686,447,2016-11-01,20161101,1766.0,686,0447,6,8,6,0,4,4,7
1,2016-11-02,175,9321,2016-11-02,20161102,1767.0,175,9321,1,7,5,9,3,2,1
0,2016-11-02,682,6261,2016-11-02,20161102,1767.0,682,6261,6,8,2,6,2,6,1
1,2016-11-03,108,4791,2016-11-03,20161103,1768.0,108,4791,1,0,8,4,7,9,1
0,2016-11-03,668,7008,2016-11-03,20161103,1768.0,668,7008,6,6,8,7,0,0,8
0,2016-11-04,177,8922,2016-11-04,20161104,1769.0,177,8922,1,7,7,8,9,2,2
1,2016-11-04,777,6062,2016-11-04,20161104,1769.0,777,6062,7,7,7,6,0,6,2
0,2016-11-05,589,1607,2016-11-05,20161105,1770.0,589,1607,5,8,9,1,6,0,7
1,2016-11-05,609,5374,2016-11-05,20161105,1770.0,609,5374,6,0,9,5,3,7,4
0,2016-11-06,91,5650,2016-11-06,20161106,1771.0,091,5650,0,9,1,5,6,5,0
1,2016-11-06,889,7990,2016-11-06,20161106,1771.0,889,7990,8,8,9,7,9,9,0
0,2016-11-07,201,5162,2016-11-07,20161107,1772.0,201,5162,2,0,1,5,1,6,2
1,2016-11-07,589,6042,2016-11-07,20161107,1772.0,589,6042,5,8,9,6,0,4,2
1,2016-11-08,755,5936,2016-11-08,20161108,1773.0,755,5936,7,5,5,5,9,3,6
0,2016-11-08,676,306,2016-11-08,20161108,1773.0,676,0306,6,7,6,0,3,0,6
0,2016-11-09,134,7707,2016-11-09,20161109,1774.0,134,7707,1,3,4,7,7,0,7
1,2016-11-09,988,4711,2016-11-09,20161109,1774.0,988,4711,9,8,8,4,7,1,1
0,2016-11-10,917,6964,2016-11-10,20161110,1775.0,917,6964,9,1,7,6,9,6,4
1,2016-11-10,366,609,2016-11-10,20161110,1775.0,366,0609,3,6,6,0,6,0,9
0,2016-11-11,273,9935,2016-11-11,20161111,1776.0,273,9935,2,7,3,9,9,3,5
1,2016-11-11,519,1423,2016-11-11,20161111,1776.0,519,1423,5,1,9,1,4,2,3
0,2016-11-12,205,7849,2016-11-12,20161112,1777.0,205,7849,2,0,5,7,8,4,9
1,2016-11-12,12,6865,2016-11-12,20161112,1777.0,012,6865,0,1,2,6,8,6,5
0,2016-11-13,911,9276,2016-11-13,20161113,1778.0,911,9276,9,1,1,9,2,7,6
1,2016-11-13,85,279,2016-11-13,20161113,1778.0,085,0279,0,8,5,0,2,7,9
1,2016-11-14,842,2436,2016-11-14,20161114,1779.0,842,2436,8,4,2,2,4,3,6
0,2016-11-14,654,9905,2016-11-14,20161114,1779.0,654,9905,6,5,4,9,9,0,5
1,2016-11-15,179,6613,2016-11-15,20161115,1780.0,179,6613,1,7,9,6,6,1,3
0,2016-11-15,411,8115,2016-11-15,20161115,1780.0,411,8115,4,1,1,8,1,1,5
0,2016-11-16,798,243,2016-11-16,20161116,1781.0,798,0243,7,9,8,0,2,4,3
1,2016-11-16,127,911,2016-11-16,20161116,1781.0,127,0911,1,2,7,0,9,1,1
0,2016-11-17,244,2370,2016-11-17,20161117,1782.0,244,2370,2,4,4,2,3,7,0
1,2016-11-17,611,5840,2016-11-17,20161117,1782.0,611,5840,6,1,1,5,8,4,0
0,2016-11-18,571,865,2016-11-18,20161118,1783.0,571,0865,5,7,1,0,8,6,5
1,2016-11-18,331,4143,2016-11-18,20161118,1783.0,331,4143,3,3,1,4,1,4,3
0,2016-11-19,690,4085,2016-11-19,20161119,1784.0,690,4085,6,9,0,4,0,8,5
1,2016-11-19,237,8600,2016-11-19,20161119,1784.0,237,8600,2,3,7,8,6,0,0
0,2016-11-20,738,6109,2016-11-20,20161120,1785.0,738,6109,7,3,8,6,1,0,9
1,2016-11-20,879,1154,2016-11-20,20161120,1785.0,879,1154,8,7,9,1,1,5,4
1,2016-11-21,486,3521,2016-11-21,20161121,1786.0,486,3521,4,8,6,3,5,2,1
0,2016-11-21,962,8387,2016-11-21,20161121,1786.0,962,8387,9,6,2,8,3,8,7
0,2016-11-22,850,9654,2016-11-22,20161122,1787.0,850,9654,8,5,0,9,6,5,4
1,2016-11-22,387,5338,2016-11-22,20161122,1787.0,387,5338,3,8,7,5,3,3,8
0,2016-11-23,679,4494,2016-11-23,20161123,1788.0,679,4494,6,7,9,4,4,9,4
1,2016-11-23,820,3278,2016-11-23,20161123,1788.0,820,3278,8,2,0,3,2,7,8
0,2016-11-24,918,5493,2016-11-24,20161124,1789.0,918,5493,9,1,8,5,4,9,3
1,2016-11-24,165,7704,2016-11-24,20161124,1789.0,165,7704,1,6,5,7,7,0,4
0,2016-11-25,184,3531,2016-11-25,20161125,1790.0,184,3531,1,8,4,3,5,3,1
1,2016-11-25,668,976,2016-11-25,20161125,1790.0,668,0976,6,6,8,0,9,7,6
1,2016-11-26,805,1904,2016-11-26,20161126,1791.0,805,1904,8,0,5,1,9,0,4
0,2016-11-26,668,5966,2016-11-26,20161126,1791.0,668,5966,6,6,8,5,9,6,6
0,2016-11-27,169,4229,2016-11-27,20161127,1792.0,169,4229,1,6,9,4,2,2,9
1,2016-11-27,997,1226,2016-11-27,20161127,1792.0,997,1226,9,9,7,1,2,2,6
0,2016-11-28,672,7952,2016-11-28,20161128,1793.0,672,7952,6,7,2,7,9,5,2
1,2016-11-28,939,2926,2016-11-28,20161128,1793.0,939,2926,9,3,9,2,9,2,6
0,2016-11-29,553,3814,2016-11-29,20161129,1794.0,553,3814,5,5,3,3,8,1,4
1,2016-11-29,514,1788,2016-11-29,20161129,1794.0,514,1788,5,1,4,1,7,8,8
0,2016-11-30,556,6738,2016-11-30,20161130,1795.0,556,6738,5,5,6,6,7,3,8
1,2016-11-30,838,6090,2016-11-30,20161130,1795.0,838,6090,8,3,8,6,0,9,0
1,2016-12-01,498,5604,2016-12-01,20161201,1796.0,498,5604,4,9,8,5,6,0,4
0,2016-12-01,751,3726,2016-12-01,20161201,1796.0,751,3726,7,5,1,3,7,2,6
0,2016-12-02,445,3041,2016-12-02,20161202,1797.0,445,3041,4,4,5,3,0,4,1
1,2016-12-02,196,2503,2016-12-02,20161202,1797.0,196,2503,1,9,6,2,5,0,3
0,2016-12-03,358,8236,2016-12-03,20161203,1798.0,358,8236,3,5,8,8,2,3,6
1,2016-12-03,950,2268,2016-12-03,20161203,1798.0,950,2268,9,5,0,2,2,6,8
0,2016-12-04,734,8758,2016-12-04,20161204,1799.0,734,8758,7,3,4,8,7,5,8
1,2016-12-04,83,4622,2016-12-04,20161204,1799.0,083,4622,0,8,3,4,6,2,2
0,2016-12-05,348,9963,2016-12-05,20161205,1800.0,348,9963,3,4,8,9,9,6,3
1,2016-12-05,829,2842,2016-12-05,20161205,1800.0,829,2842,8,2,9,2,8,4,2
0,2016-12-06,61,9201,2016-12-06,20161206,1801.0,061,9201,0,6,1,9,2,0,1
1,2016-12-06,364,7434,2016-12-06,20161206,1801.0,364,7434,3,6,4,7,4,3,4
1,2016-12-07,926,9597,2016-12-07,20161207,1802.0,926,9597,9,2,6,9,5,9,7
