Day_Draw,Date,Pick3
SAT - EVE,2017-05-20,237
SUN - MID,2017-05-21,378
SUN - EVE,2017-05-21,138
MON - MID,2017-05-22,320
MON - EVE,2017-05-22,421
TUE - MID,2017-05-23,235
TUE - EVE,2017-05-23,535
WED - MID,2017-05-24,678
WED - EVE,2017-05-24,548
THU - MID,2017-05-25,841
THU - EVE,2017-05-25,560
FRI - MID,2017-05-26,226
FRI - EVE,2017-05-26,16
SAT - MID,2017-05-27,647
SAT - EVE,2017-05-27,866
SUN - MID,2017-05-28,353
SUN - EVE,2017-05-28,183
MON - MID,2017-05-29,643
MON - EVE,2017-05-29,772
TUE - MID,2017-05-30,489
TUE - EVE,2017-05-30,22
WED - MID,2017-05-31,510
WED - EVE,2017-05-31,331
THU - MID,2017-06-01,657
THU - EVE,2017-06-01,935
FRI - MID,2017-06-02,596
FRI - EVE,2017-06-02,954
SAT - MID,2017-06-03,576
SAT - EVE,2017-06-03,807
SUN - MID,2017-06-04,488
SUN - EVE,2017-06-04,26
MON - MID,2017-06-05,697
MON - EVE,2017-06-05,45
TUE - MID,2017-06-06,132
TUE - EVE,2017-06-06,266
WED - MID,2017-06-07,37
WED - EVE,2017-06-07,500
THU - MID,2017-06-08,302
THU - EVE,2017-06-08,195
FRI - MID,2017-06-09,683
FRI - EVE,2017-06-09,234
SAT - MID,2017-06-10,558
SAT - EVE,2017-06-10,597
SUN - MID,2017-06-11,631
SUN - EVE,2017-06-11,145
MON - MID,2017-06-12,501
MON - EVE,2017-06-12,801
TUE - MID,2017-06-13,629
TUE - EVE,2017-06-13,921
WED - MID,2017-06-14,478
WED - EVE,2017-06-14,852
THU - MID,2017-06-15,730
THU - EVE,2017-06-15,804
FRI - MID,2017-06-16,158
FRI - EVE,2017-06-16,834
SAT - MID,2017-06-17,70
SAT - EVE,2017-06-17,273
SUN - MID,2017-06-18,390
SUN - EVE,2017-06-18,103
MON - MID,2017-06-19,556
MON - EVE,2017-06-19,829
TUE - MID,2017-06-20,229
TUE - EVE,2017-06-20,747
WED - MID,2017-06-21,63
WED - EVE,2017-06-21,695
THU - MID,2017-06-22,509
THU - EVE,2017-06-22,263
FRI - MID,2017-06-23,5
FRI - EVE,2017-06-23,707
SAT - MID,2017-06-24,454
SAT - EVE,2017-06-24,428
SUN - MID,2017-06-25,100
SUN - EVE,2017-06-25,247
MON - MID,2017-06-26,69
MON - EVE,2017-06-26,958
TUE - MID,2017-06-27,900
TUE - EVE,2017-06-27,234
WED - MID,2017-06-28,397
WED - EVE,2017-06-28,828
THU - MID,2017-06-29,405
THU - EVE,2017-06-29,537
FRI - MID,2017-06-30,613
FRI - EVE,2017-06-30,550
SAT - MID,2017-07-01,795
SAT - EVE,2017-07-01,556
SUN - MID,2017-07-02,727
SUN - EVE,2017-07-02,71
MON - MID,2017-07-03,255
MON - EVE,2017-07-03,686
TUE - MID,2017-07-04,350
TUE - EVE,2017-07-04,352
WED - MID,2017-07-05,973
WED - EVE,2017-07-05,936
THU - MID,2017-07-06,928
THU - EVE,2017-07-06,125
FRI - MID,2017-07-07,319
FRI - EVE,2017-07-07,232
SAT - MID,2017-07-08,924
SAT - EVE,2017-07-08,422
SUN - MID,2017-07-09,125
SUN - EVE,2017-07-09,171
MON - MID,2017-07-10,80
MON - EVE,2017-07-10,359
TUE - MID,2017-07-11,408
TUE - EVE,2017-07-11,485
WED - MID,2017-07-12,186
WED - EVE,2017-07-12,303
THU - MID,2017-07-13,319
THU - EVE,2017-07-13,387
FRI - MID,2017-07-14,157
FRI - EVE,2017-07-14,969
SAT - MID,2017-07-15,10
SAT - EVE,2017-07-15,498
SUN - MID,2017-07-16,130
SUN - EVE,2017-07-16,435
MON - MID,2017-07-17,602
MON - EVE,2017-07-17,734
TUE - MID,2017-07-18,723
TUE - EVE,2017-07-18,625
WED - MID,2017-07-19,337
WED - EVE,2017-07-19,350
THU - MID,2017-07-20,175
THU - EVE,2017-07-20,754
FRI - MID,2017-07-21,18
FRI - EVE,2017-07-21,563
SAT - MID,2017-07-22,392
SAT - EVE,2017-07-22,93
SUN - MID,2017-07-23,403
SUN - EVE,2017-07-23,618
MON - MID,2017-07-24,296
MON - EVE,2017-07-24,880
TUE - MID,2017-07-25,228
TUE - EVE,2017-07-25,281
WED - MID,2017-07-26,76
WED - EVE,2017-07-26,856
THU - MID,2017-07-27,474
THU - EVE,2017-07-27,651
FRI - MID,2017-07-28,495
FRI - EVE,2017-07-28,258
SAT - MID,2017-07-29,452
SAT - EVE,2017-07-29,408
SUN - MID,2017-07-30,177
SUN - EVE,2017-07-30,25
MON - MID,2017-07-31,361
MON - EVE,2017-07-31,523
TUE - MID,2017-08-01,658
TUE - EVE,2017-08-01,366
WED - MID,2017-08-02,298
WED - EVE,2017-08-02,212
THU - MID,2017-08-03,590
THU - EVE,2017-08-03,157
FRI - MID,2017-08-04,670
FRI - EVE,2017-08-04,187
SAT - MID,2017-08-05,195
SAT - EVE,2017-08-05,742
SUN - MID,2017-08-06,150
SUN - EVE,2017-08-06,679
MON - MID,2017-08-07,482
MON - EVE,2017-08-07,605
TUE - MID,2017-08-08,539
TUE - EVE,2017-08-08,390
WED - MID,2017-08-09,628
WED - EVE,2017-08-09,567
THU - MID,2017-08-10,945
THU - EVE,2017-08-10,825
FRI - MID,2017-08-11,820
FRI - EVE,2017-08-11,140
SAT - MID,2017-08-12,931
SAT - EVE,2017-08-12,461
SUN - MID,2017-08-13,733
SUN - EVE,2017-08-13,567
MON - MID,2017-08-14,912
MON - EVE,2017-08-14,445
TUE - MID,2017-08-15,205
TUE - EVE,2017-08-15,249
WED - MID,2017-08-16,200
WED - EVE,2017-08-16,941
THU - MID,2017-08-17,666
THU - EVE,2017-08-17,785
FRI - MID,2017-08-18,954
FRI - EVE,2017-08-18,265
SAT - MID,2017-08-19,797
SAT - EVE,2017-08-19,230
SUN - MID,2017-08-20,601
SUN - EVE,2017-08-20,630
MON - MID,2017-08-21,220
MON - EVE,2017-08-21,750
TUE - MID,2017-08-22,148
TUE - EVE,2017-08-22,500
WED - MID,2017-08-23,30
WED - EVE,2017-08-23,989
THU - MID,2017-08-24,266
THU - EVE,2017-08-24,388
FRI - MID,2017-08-25,106
FRI - EVE,2017-08-25,995
SAT - MID,2017-08-26,254
SAT - EVE,2017-08-26,930
SUN - MID,2017-08-27,470
SUN - EVE,2017-08-27,79
MON - MID,2017-08-28,684
MON - EVE,2017-08-28,608
TUE - MID,2017-08-29,510
TUE - EVE,2017-08-29,784
WED - MID,2017-08-30,557
WED - EVE,2017-08-30,163
THU - MID,2017-08-31,180
THU - EVE,2017-08-31,294
FRI - MID,2017-09-01,161
FRI - EVE,2017-09-01,169
SAT - MID,2017-09-02,706
SAT - EVE,2017-09-02,321
SUN - MID,2017-09-03,395
SUN - EVE,2017-09-03,923
MON - MID,2017-09-04,769
MON - EVE,2017-09-04,123
TUE - MID,2017-09-05,286
TUE - EVE,2017-09-05,804
WED - MID,2017-09-06,374
WED - EVE,2017-09-06,305
THU - MID,2017-09-07,639
THU - EVE,2017-09-07,103
FRI - MID,2017-09-08,700
FRI - EVE,2017-09-08,225
SAT - MID,2017-09-09,615
SAT - EVE,2017-09-09,962
SUN - MID,2017-09-10,352
SUN - EVE,2017-09-10,131
MON - MID,2017-09-11,412
MON - EVE,2017-09-11,29
TUE - MID,2017-09-12,207
TUE - EVE,2017-09-12,564
WED - MID,2017-09-13,907
WED - EVE,2017-09-13,133
THU - MID,2017-09-14,337
THU - EVE,2017-09-14,495
FRI - MID,2017-09-15,532
FRI - EVE,2017-09-15,411
SAT - MID,2017-09-16,276
SAT - EVE,2017-09-16,889
SUN - MID,2017-09-17,170
SUN - EVE,2017-09-17,147
MON - MID,2017-09-18,652
MON - EVE,2017-09-18,572
TUE - MID,2017-09-19,601
TUE - EVE,2017-09-19,662
WED - MID,2017-09-20,98
WED - EVE,2017-09-20,270
THU - MID,2017-09-21,323
THU - EVE,2017-09-21,694
FRI - MID,2017-09-22,505
FRI - EVE,2017-09-22,357
SAT - MID,2017-09-23,800
SAT - EVE,2017-09-23,503
SUN - MID,2017-09-24,817
SUN - EVE,2017-09-24,887
MON - MID,2017-09-25,388
MON - EVE,2017-09-25,444
TUE - MID,2017-09-26,668
TUE - EVE,2017-09-26,600
WED - MID,2017-09-27,20
WED - EVE,2017-09-27,787
THU - MID,2017-09-28,602
THU - EVE,2017-09-28,815
FRI - MID,2017-09-29,690
FRI - EVE,2017-09-29,839
SAT - MID,2017-09-30,379
SAT - EVE,2017-09-30,335
SUN - MID,2017-10-01,818
SUN - EVE,2017-10-01,213
MON - MID,2017-10-02,603
MON - EVE,2017-10-02,432
TUE - MID,2017-10-03,917
TUE - EVE,2017-10-03,614
WED - MID,2017-10-04,384
WED - EVE,2017-10-04,413
THU - MID,2017-10-05,78
THU - EVE,2017-10-05,394
FRI - MID,2017-10-06,886
FRI - EVE,2017-10-06,297
SAT - MID,2017-10-07,987
SAT - EVE,2017-10-07,994
SUN - MID,2017-10-08,74
SUN - EVE,2017-10-08,863
MON - MID,2017-10-09,738
MON - EVE,2017-10-09,948
TUE - MID,2017-10-10,341
TUE - EVE,2017-10-10,228
WED - MID,2017-10-11,267
WED - EVE,2017-10-11,107
THU - MID,2017-10-12,893
THU - EVE,2017-10-12,757
FRI - MID,2017-10-13,251
FRI - EVE,2017-10-13,3
SAT - MID,2017-10-14,157
SAT - EVE,2017-10-14,745
SUN - MID,2017-10-15,524
SUN - EVE,2017-10-15,708
MON - MID,2017-10-16,646
MON - EVE,2017-10-16,205
TUE - MID,2017-10-17,219
TUE - EVE,2017-10-17,850
WED - MID,2017-10-18,928
WED - EVE,2017-10-18,606
THU - MID,2017-10-19,454
THU - EVE,2017-10-19,308
FRI - MID,2017-10-20,57
FRI - EVE,2017-10-20,798
SAT - MID,2017-10-21,219
SAT - EVE,2017-10-21,59
SUN - MID,2017-10-22,806
SUN - EVE,2017-10-22,797
MON - MID,2017-10-23,472
MON - EVE,2017-10-23,658
TUE - MID,2017-10-24,383
TUE - EVE,2017-10-24,589
WED - MID,2017-10-25,912
WED - EVE,2017-10-25,688
THU - MID,2017-10-26,610
THU - EVE,2017-10-26,374
FRI - MID,2017-10-27,393
FRI - EVE,2017-10-27,223
SAT - MID,2017-10-28,191
SAT - EVE,2017-10-28,233
SUN - MID,2017-10-29,353
SUN - EVE,2017-10-29,255
MON - MID,2017-10-30,411
MON - EVE,2017-10-30,853
TUE - MID,2017-10-31,778
TUE - EVE,2017-10-31,945
WED - MID,2017-11-01,745
WED - EVE,2017-11-01,351
THU - MID,2017-11-02,235
THU - EVE,2017-11-02,871
FRI - MID,2017-11-03,183
FRI - EVE,2017-11-03,893
SAT - MID,2017-11-04,691
SAT - EVE,2017-11-04,583
SUN - MID,2017-11-05,448
SUN - EVE,2017-11-05,459
MON - MID,2017-11-06,454
MON - EVE,2017-11-06,899
TUE - MID,2017-11-07,515
TUE - EVE,2017-11-07,924
WED - MID,2017-11-08,929
WED - EVE,2017-11-08,117
THU - MID,2017-11-09,82
THU - EVE,2017-11-09,887
FRI - MID,2017-11-10,667
FRI - EVE,2017-11-10,845
SAT - MID,2017-11-11,717
SAT - EVE,2017-11-11,468
SUN - MID,2017-11-12,477
SUN - EVE,2017-11-12,896
MON - MID,2017-11-13,536
MON - EVE,2017-11-13,96
TUE - MID,2017-11-14,635
TUE - EVE,2017-11-14,76
WED - MID,2017-11-15,655
WED - EVE,2017-11-15,183
THU - MID,2017-11-16,140
THU - EVE,2017-11-16,832
FRI - MID,2017-11-17,236
FRI - EVE,2017-11-17,251
SAT - MID,2017-11-18,403
SAT - EVE,2017-11-18,653
SUN - MID,2017-11-19,632
SUN - EVE,2017-11-19,277
MON - MID,2017-11-20,455
MON - EVE,2017-11-20,808
TUE - MID,2017-11-21,572
TUE - EVE,2017-11-21,980
WED - MID,2017-11-22,257
WED - EVE,2017-11-22,888
THU - MID,2017-11-23,892
THU - EVE,2017-11-23,434
FRI - MID,2017-11-24,266
FRI - EVE,2017-11-24,977
SAT - MID,2017-11-25,326
SAT - EVE,2017-11-25,87
SUN - MID,2017-11-26,165
SUN - EVE,2017-11-26,812
MON - MID,2017-11-27,259
MON - EVE,2017-11-27,728
TUE - MID,2017-11-28,434
TUE - EVE,2017-11-28,633
WED - MID,2017-11-29,759
WED - EVE,2017-11-29,691
THU - MID,2017-11-30,125
THU - EVE,2017-11-30,941
FRI - MID,2017-12-01,185
FRI - EVE,2017-12-01,310
SAT - MID,2017-12-02,298
SAT - EVE,2017-12-02,425
SUN - MID,2017-12-03,663
SUN - EVE,2017-12-03,444
MON - MID,2017-12-04,477
MON - EVE,2017-12-04,230
TUE - MID,2017-12-05,800
TUE - EVE,2017-12-05,129
WED - MID,2017-12-06,241
WED - EVE,2017-12-06,369
THU - MID,2017-12-07,909
THU - EVE,2017-12-07,650
FRI - MID,2017-12-08,415
FRI - EVE,2017-12-08,952
SAT - MID,2017-12-09,991
SAT - EVE,2017-12-09,573
SUN - MID,2017-12-10,336
SUN - EVE,2017-12-10,373
MON - MID,2017-12-11,331
MON - EVE,2017-12-11,338
TUE - MID,2017-12-12,149
TUE - EVE,2017-12-12,232
WED - MID,2017-12-13,110
WED - EVE,2017-12-13,121
THU - MID,2017-12-14,285
THU - EVE,2017-12-14,450
FRI - MID,2017-12-15,265
FRI - EVE,2017-12-15,772
SAT - MID,2017-12-16,440
SAT - EVE,2017-12-16,176
SUN - MID,2017-12-17,158
SUN - EVE,2017-12-17,494
MON - MID,2017-12-18,395
MON - EVE,2017-12-18,667
TUE - MID,2017-12-19,697
TUE - EVE,2017-12-19,147
WED - MID,2017-12-20,873
WED - EVE,2017-12-20,166
THU - MID,2017-12-21,955
THU - EVE,2017-12-21,88
FRI - MID,2017-12-22,492
FRI - EVE,2017-12-22,829
SAT - MID,2017-12-23,29
SAT - EVE,2017-12-23,928
SUN - MID,2017-12-24,424
SUN - EVE,2017-12-24,670
MON - MID,2017-12-25,551
MON - EVE,2017-12-25,44
TUE - MID,2017-12-26,475
TUE - EVE,2017-12-26,115
WED - MID,2017-12-27,584
WED - EVE,2017-12-27,132
THU - MID,2017-12-28,989
THU - EVE,2017-12-28,903
FRI - MID,2017-12-29,406
FRI - EVE,2017-12-29,895
SAT - MID,2017-12-30,835
SAT - EVE,2017-12-30,302
SUN - MID,2017-12-31,374
SUN - EVE,2017-12-31,712
FRI - MID,2016-01-01,594
FRI - EVE,2016-01-01,988
SAT - MID,2016-01-02,163
SAT - EVE,2016-01-02,727
SUN - MID,2016-01-03,414
SUN - EVE,2016-01-03,35
MON - MID,2016-01-04,925
MON - EVE,2016-01-04,628
TUE - MID,2016-01-05,299
TUE - EVE,2016-01-05,136
WED - MID,2016-01-06,521
WED - EVE,2016-01-06,762
THU - MID,2016-01-07,707
THU - EVE,2016-01-07,216
FRI - MID,2016-01-08,439
FRI - EVE,2016-01-08,658
SAT - MID,2016-01-09,662
SAT - EVE,2016-01-09,501
SUN - MID,2016-01-10,314
SUN - EVE,2016-01-10,546
MON - MID,2016-01-11,724
MON - EVE,2016-01-11,270
TUE - MID,2016-01-12,597
TUE - EVE,2016-01-12,503
WED - MID,2016-01-13,977
WED - EVE,2016-01-13,294
THU - MID,2016-01-14,640
THU - EVE,2016-01-14,176
FRI - MID,2016-01-15,405
FRI - EVE,2016-01-15,563
SAT - MID,2016-01-16,600
SAT - EVE,2016-01-16,635
SUN - MID,2016-01-17,899
SUN - EVE,2016-01-17,749
MON - MID,2016-01-18,614
MON - EVE,2016-01-18,775
TUE - MID,2016-01-19,280
TUE - EVE,2016-01-19,297
WED - MID,2016-01-20,443
WED - EVE,2016-01-20,696
THU - MID,2016-01-21,158
THU - EVE,2016-01-21,931
FRI - MID,2016-01-22,780
FRI - EVE,2016-01-22,978
SAT - MID,2016-01-23,888
SAT - EVE,2016-01-23,88
SUN - MID,2016-01-24,294
SUN - EVE,2016-01-24,187
MON - MID,2016-01-25,18
MON - EVE,2016-01-25,926
TUE - MID,2016-01-26,777
TUE - EVE,2016-01-26,103
WED - MID,2016-01-27,870
WED - EVE,2016-01-27,73
THU - MID,2016-01-28,125
THU - EVE,2016-01-28,421
FRI - MID,2016-01-29,556
FRI - EVE,2016-01-29,472
SAT - MID,2016-01-30,631
SAT - EVE,2016-01-30,856
SUN - MID,2016-01-31,994
SUN - EVE,2016-01-31,163
MON - MID,2016-02-01,437
MON - EVE,2016-02-01,505
TUE - MID,2016-02-02,462
TUE - EVE,2016-02-02,269
WED - MID,2016-02-03,558
WED - EVE,2016-02-03,733
THU - MID,2016-02-04,863
THU - EVE,2016-02-04,374
FRI - MID,2016-02-05,989
FRI - EVE,2016-02-05,314
SAT - MID,2016-02-06,90
SAT - EVE,2016-02-06,780
SUN - MID,2016-02-07,895
SUN - EVE,2016-02-07,85
MON - MID,2016-02-08,126
MON - EVE,2016-02-08,38
TUE - MID,2016-02-09,38
TUE - EVE,2016-02-09,954
WED - MID,2016-02-10,496
WED - EVE,2016-02-10,639
THU - MID,2016-02-11,886
THU - EVE,2016-02-11,202
FRI - MID,2016-02-12,209
FRI - EVE,2016-02-12,700
SAT - MID,2016-02-13,143
SAT - EVE,2016-02-13,346
SUN - MID,2016-02-14,136
SUN - EVE,2016-02-14,586
MON - MID,2016-02-15,554
MON - EVE,2016-02-15,321
TUE - MID,2016-02-16,638
TUE - EVE,2016-02-16,790
WED - MID,2016-02-17,808
WED - EVE,2016-02-17,267
THU - MID,2016-02-18,400
THU - EVE,2016-02-18,933
FRI - MID,2016-02-19,139
FRI - EVE,2016-02-19,964
SAT - MID,2016-02-20,128
SAT - EVE,2016-02-20,790
SUN - MID,2016-02-21,427
SUN - EVE,2016-02-21,728
MON - MID,2016-02-22,386
MON - EVE,2016-02-22,21
TUE - MID,2016-02-23,593
TUE - EVE,2016-02-23,58
WED - MID,2016-02-24,226
WED - EVE,2016-02-24,122
THU - MID,2016-02-25,820
THU - EVE,2016-02-25,628
FRI - MID,2016-02-26,836
FRI - EVE,2016-02-26,25
SAT - MID,2016-02-27,436
SAT - EVE,2016-02-27,471
SUN - MID,2016-02-28,187
SUN - EVE,2016-02-28,632
MON - MID,2016-02-29,2
MON - EVE,2016-02-29,133
TUE - MID,2016-03-01,799
TUE - EVE,2016-03-01,514
WED - MID,2016-03-02,666
WED - EVE,2016-03-02,894
THU - MID,2016-03-03,344
THU - EVE,2016-03-03,453
FRI - MID,2016-03-04,662
FRI - EVE,2016-03-04,130
SAT - MID,2016-03-05,112
SAT - EVE,2016-03-05,500
SUN - MID,2016-03-06,59
SUN - EVE,2016-03-06,770
MON - MID,2016-03-07,44
MON - EVE,2016-03-07,328
TUE - MID,2016-03-08,978
TUE - EVE,2016-03-08,108
WED - MID,2016-03-09,998
WED - EVE,2016-03-09,144
THU - MID,2016-03-10,169
THU - EVE,2016-03-10,196
FRI - MID,2016-03-11,631
FRI - EVE,2016-03-11,985
SAT - MID,2016-03-12,344
SAT - EVE,2016-03-12,355
SUN - MID,2016-03-13,977
SUN - EVE,2016-03-13,111
MON - MID,2016-03-14,290
MON - EVE,2016-03-14,535
TUE - MID,2016-03-15,291
TUE - EVE,2016-03-15,473
WED - MID,2016-03-16,251
WED - EVE,2016-03-16,661
THU - MID,2016-03-17,559
THU - EVE,2016-03-17,786
FRI - MID,2016-03-18,974
FRI - EVE,2016-03-18,542
SAT - MID,2016-03-19,346
SAT - EVE,2016-03-19,261
SUN - MID,2016-03-20,525
SUN - EVE,2016-03-20,372
MON - MID,2016-03-21,117
MON - EVE,2016-03-21,514
TUE - MID,2016-03-22,235
TUE - EVE,2016-03-22,120
WED - MID,2016-03-23,11
WED - EVE,2016-03-23,691
THU - MID,2016-03-24,628
THU - EVE,2016-03-24,345
FRI - MID,2016-03-25,904
FRI - EVE,2016-03-25,657
SAT - MID,2016-03-26,504
SAT - EVE,2016-03-26,610
SUN - MID,2016-03-27,528
SUN - EVE,2016-03-27,288
MON - MID,2016-03-28,357
MON - EVE,2016-03-28,139
TUE - MID,2016-03-29,935
TUE - EVE,2016-03-29,924
WED - MID,2016-03-30,713
WED - EVE,2016-03-30,774
THU - MID,2016-03-31,760
THU - EVE,2016-03-31,842
FRI - MID,2016-04-01,886
FRI - EVE,2016-04-01,110
SAT - MID,2016-04-02,96
SAT - EVE,2016-04-02,898
SUN - MID,2016-04-03,160
SUN - EVE,2016-04-03,801
MON - MID,2016-04-04,883
MON - EVE,2016-04-04,915
TUE - MID,2016-04-05,554
TUE - EVE,2016-04-05,218
WED - MID,2016-04-06,414
WED - EVE,2016-04-06,478
THU - MID,2016-04-07,49
THU - EVE,2016-04-07,792
FRI - MID,2016-04-08,412
FRI - EVE,2016-04-08,516
SAT - MID,2016-04-09,963
SAT - EVE,2016-04-09,340
SUN - MID,2016-04-10,203
SUN - EVE,2016-04-10,431
MON - MID,2016-04-11,351
MON - EVE,2016-04-11,545
TUE - MID,2016-04-12,929
TUE - EVE,2016-04-12,403
WED - MID,2016-04-13,187
WED - EVE,2016-04-13,221
THU - MID,2016-04-14,490
THU - EVE,2016-04-14,264
FRI - MID,2016-04-15,453
FRI - EVE,2016-04-15,25
SAT - MID,2016-04-16,633
SAT - EVE,2016-04-16,760
SUN - MID,2016-04-17,37
SUN - EVE,2016-04-17,848
MON - MID,2016-04-18,973
MON - EVE,2016-04-18,961
TUE - MID,2016-04-19,793
TUE - EVE,2016-04-19,954
WED - MID,2016-04-20,119
WED - EVE,2016-04-20,235
THU - MID,2016-04-21,929
THU - EVE,2016-04-21,522
FRI - MID,2016-04-22,823
FRI - EVE,2016-04-22,675
SAT - MID,2016-04-23,350
SAT - EVE,2016-04-23,82
SUN - MID,2016-04-24,246
SUN - EVE,2016-04-24,199
MON - MID,2016-04-25,810
MON - EVE,2016-04-25,378
TUE - MID,2016-04-26,282
TUE - EVE,2016-04-26,220
WED - MID,2016-04-27,80
WED - EVE,2016-04-27,550
THU - MID,2016-04-28,93
THU - EVE,2016-04-28,192
FRI - MID,2016-04-29,523
FRI - EVE,2016-04-29,863
SAT - MID,2016-04-30,58
SAT - EVE,2016-04-30,599
SUN - MID,2016-05-01,668
SUN - EVE,2016-05-01,888
MON - MID,2016-05-02,785
MON - EVE,2016-05-02,617
TUE - MID,2016-05-03,648
TUE - EVE,2016-05-03,925
WED - MID,2016-05-04,610
WED - EVE,2016-05-04,161
THU - MID,2016-05-05,62
THU - EVE,2016-05-05,685
FRI - MID,2016-05-06,689
FRI - EVE,2016-05-06,43
SAT - MID,2016-05-07,321
SAT - EVE,2016-05-07,882
SUN - MID,2016-05-08,302
SUN - EVE,2016-05-08,372
MON - MID,2016-05-09,251
MON - EVE,2016-05-09,587
TUE - MID,2016-05-10,283
TUE - EVE,2016-05-10,937
WED - MID,2016-05-11,304
WED - EVE,2016-05-11,639
THU - MID,2016-05-12,84
THU - EVE,2016-05-12,34
FRI - MID,2016-05-13,102
FRI - EVE,2016-05-13,67
SAT - MID,2016-05-14,664
SAT - EVE,2016-05-14,541
SUN - MID,2016-05-15,149
SUN - EVE,2016-05-15,138
MON - MID,2016-05-16,335
MON - EVE,2016-05-16,746
TUE - MID,2016-05-17,282
TUE - EVE,2016-05-17,299
WED - MID,2016-05-18,415
WED - EVE,2016-05-18,745
THU - MID,2016-05-19,337
THU - EVE,2016-05-19,863
FRI - MID,2016-05-20,878
FRI - EVE,2016-05-20,550
SAT - MID,2016-05-21,63
SAT - EVE,2016-05-21,582
SUN - MID,2016-05-22,64
SUN - EVE,2016-05-22,947
MON - MID,2016-05-23,205
MON - EVE,2016-05-23,697
TUE - MID,2016-05-24,223
TUE - EVE,2016-05-24,885
WED - MID,2016-05-25,329
WED - EVE,2016-05-25,752
THU - MID,2016-05-26,361
THU - EVE,2016-05-26,418
FRI - MID,2016-05-27,434
FRI - EVE,2016-05-27,989
SAT - MID,2016-05-28,57
SAT - EVE,2016-05-28,591
SUN - MID,2016-05-29,173
SUN - EVE,2016-05-29,179
MON - MID,2016-05-30,746
MON - EVE,2016-05-30,79
TUE - MID,2016-05-31,340
TUE - EVE,2016-05-31,314
WED - MID,2016-06-01,149
WED - EVE,2016-06-01,824
THU - MID,2016-06-02,645
THU - EVE,2016-06-02,908
FRI - MID,2016-06-03,898
FRI - EVE,2016-06-03,914
SAT - MID,2016-06-04,959
SAT - EVE,2016-06-04,573
SUN - MID,2016-06-05,820
SUN - EVE,2016-06-05,171
MON - MID,2016-06-06,743
MON - EVE,2016-06-06,889
TUE - MID,2016-06-07,741
TUE - EVE,2016-06-07,737
WED - MID,2016-06-08,607
WED - EVE,2016-06-08,510
THU - MID,2016-06-09,114
THU - EVE,2016-06-09,391
FRI - MID,2016-06-10,569
FRI - EVE,2016-06-10,810
SAT - MID,2016-06-11,638
SAT - EVE,2016-06-11,413
SUN - MID,2016-06-12,517
SUN - EVE,2016-06-12,17
MON - MID,2016-06-13,942
MON - EVE,2016-06-13,959
TUE - MID,2016-06-14,358
TUE - EVE,2016-06-14,874
WED - MID,2016-06-15,259
WED - EVE,2016-06-15,328
THU - MID,2016-06-16,1
THU - EVE,2016-06-16,683
FRI - MID,2016-06-17,956
FRI - EVE,2016-06-17,619
SAT - MID,2016-06-18,712
SAT - EVE,2016-06-18,565
SUN - MID,2016-06-19,613
SUN - EVE,2016-06-19,923
MON - MID,2016-06-20,801
MON - EVE,2016-06-20,420
TUE - MID,2016-06-21,541
TUE - EVE,2016-06-21,431
WED - MID,2016-06-22,955
WED - EVE,2016-06-22,289
THU - MID,2016-06-23,505
THU - EVE,2016-06-23,811
FRI - MID,2016-06-24,523
FRI - EVE,2016-06-24,890
SAT - MID,2016-06-25,959
SAT - EVE,2016-06-25,945
SUN - MID,2016-06-26,454
SUN - EVE,2016-06-26,32
MON - MID,2016-06-27,908
MON - EVE,2016-06-27,415
TUE - MID,2016-06-28,833
TUE - EVE,2016-06-28,333
WED - MID,2016-06-29,417
WED - EVE,2016-06-29,153
THU - MID,2016-06-30,113
THU - EVE,2016-06-30,431
FRI - MID,2016-07-01,531
FRI - EVE,2016-07-01,964
SAT - MID,2016-07-02,453
SAT - EVE,2016-07-02,709
SUN - MID,2016-07-03,541
SUN - EVE,2016-07-03,5
MON - MID,2016-07-04,20
MON - EVE,2016-07-04,603
TUE - MID,2016-07-05,318
TUE - EVE,2016-07-05,149
WED - MID,2016-07-06,613
WED - EVE,2016-07-06,793
THU - MID,2016-07-07,57
THU - EVE,2016-07-07,42
FRI - MID,2016-07-08,438
FRI - EVE,2016-07-08,635
SAT - MID,2016-07-09,663
SAT - EVE,2016-07-09,222
SUN - MID,2016-07-10,104
SUN - EVE,2016-07-10,211
MON - MID,2016-07-11,363
MON - EVE,2016-07-11,532
TUE - MID,2016-07-12,138
TUE - EVE,2016-07-12,113
WED - MID,2016-07-13,123
WED - EVE,2016-07-13,58
THU - MID,2016-07-14,195
THU - EVE,2016-07-14,50
FRI - MID,2016-07-15,751
FRI - EVE,2016-07-15,10
SAT - MID,2016-07-16,492
SAT - EVE,2016-07-16,733
SUN - MID,2016-07-17,337
SUN - EVE,2016-07-17,13
MON - MID,2016-07-18,474
MON - EVE,2016-07-18,816
TUE - MID,2016-07-19,324
TUE - EVE,2016-07-19,651
WED - MID,2016-07-20,697
WED - EVE,2016-07-20,546
THU - MID,2016-07-21,542
THU - EVE,2016-07-21,143
FRI - MID,2016-07-22,988
FRI - EVE,2016-07-22,488
SAT - MID,2016-07-23,710
SAT - EVE,2016-07-23,873
SUN - MID,2016-07-24,995
SUN - EVE,2016-07-24,553
MON - MID,2016-07-25,692
MON - EVE,2016-07-25,977
TUE - MID,2016-07-26,806
TUE - EVE,2016-07-26,570
WED - MID,2016-07-27,490
WED - EVE,2016-07-27,565
THU - MID,2016-07-28,313
