Draw,Date,Pick3
1,2016-06-24,890
0,2016-06-25,959
1,2016-06-25,945
0,2016-06-26,454
1,2016-06-26,32
0,2016-06-27,908
1,2016-06-27,415
0,2016-06-28,833
1,2016-06-28,333
0,2016-06-29,417
1,2016-06-29,153
0,2016-06-30,113
1,2016-06-30,431
0,2016-07-01,531
1,2016-07-01,964
0,2016-07-02,453
1,2016-07-02,709
0,2016-07-03,541
1,2016-07-03,5
0,2016-07-04,20
1,2016-07-04,603
0,2016-07-05,318
1,2016-07-05,149
0,2016-07-06,613
1,2016-07-06,793
0,2016-07-07,57
1,2016-07-07,42
0,2016-07-08,438
1,2016-07-08,635
0,2016-07-09,663
1,2016-07-09,222
0,2016-07-10,104
1,2016-07-10,211
0,2016-07-11,363
1,2016-07-11,532
0,2016-07-12,138
1,2016-07-12,113
0,2016-07-13,123
1,2016-07-13,58
0,2016-07-14,195
1,2016-07-14,50
0,2016-07-15,751
1,2016-07-15,10
0,2016-07-16,492
1,2016-07-16,733
0,2016-07-17,337
1,2016-07-17,13
0,2016-07-18,474
1,2016-07-18,816
0,2016-07-19,324
1,2016-07-19,651
0,2016-07-20,697
1,2016-07-20,546
0,2016-07-21,542
1,2016-07-21,143
0,2016-07-22,988
1,2016-07-22,488
0,2016-07-23,710
1,2016-07-23,873
0,2016-07-24,995
1,2016-07-24,553
0,2016-07-25,692
1,2016-07-25,977
0,2016-07-26,806
1,2016-07-26,570
0,2016-07-27,490
1,2016-07-27,565
0,2016-07-28,313
1,2016-07-28,772
0,2016-07-29,823
1,2016-07-29,587
0,2016-07-30,218
1,2016-07-30,795
0,2016-07-31,660
1,2016-07-31,52
0,2016-08-01,721
1,2016-08-01,285
0,2016-08-02,691
1,2016-08-02,191
0,2016-08-03,940
1,2016-08-03,560
0,2016-08-04,992
1,2016-08-04,638
0,2016-08-05,461
1,2016-08-05,345
0,2016-08-06,300
1,2016-08-06,580
0,2016-08-07,631
1,2016-08-07,616
0,2016-08-08,31
1,2016-08-08,615
0,2016-08-09,667
1,2016-08-09,120
0,2016-08-10,337
1,2016-08-10,371
0,2016-08-11,990
1,2016-08-11,552
0,2016-08-12,903
1,2016-08-12,970
0,2016-08-13,461
1,2016-08-13,919
0,2016-08-14,843
1,2016-08-14,922
0,2016-08-15,603
1,2016-08-15,924
0,2016-08-16,675
1,2016-08-16,486
0,2016-08-17,736
1,2016-08-17,396
0,2016-08-18,319
1,2016-08-18,407
0,2016-08-19,342
1,2016-08-19,545
0,2016-08-20,46
1,2016-08-20,645
0,2016-08-21,607
1,2016-08-21,201
0,2016-08-22,376
1,2016-08-22,680
0,2016-08-23,668
1,2016-08-23,630
0,2016-08-24,670
1,2016-08-24,783
0,2016-08-25,495
1,2016-08-25,40
0,2016-08-26,454
1,2016-08-26,928
0,2016-08-27,629
1,2016-08-27,488
0,2016-08-28,640
1,2016-08-28,87
0,2016-08-29,925
1,2016-08-29,920
0,2016-08-30,689
1,2016-08-30,755
0,2016-08-31,191
1,2016-08-31,488
0,2016-09-01,250
1,2016-09-01,875
0,2016-09-02,77
1,2016-09-02,771
0,2016-09-03,55
1,2016-09-03,354
0,2016-09-04,729
1,2016-09-04,185
0,2016-09-05,610
1,2016-09-05,753
0,2016-09-06,637
1,2016-09-06,419
0,2016-09-07,900
1,2016-09-07,728
0,2016-09-08,956
1,2016-09-08,36
0,2016-09-09,28
1,2016-09-09,988
0,2016-09-10,558
1,2016-09-10,85
0,2016-09-11,551
1,2016-09-11,637
0,2016-09-12,407
1,2016-09-12,1
0,2016-09-13,50
1,2016-09-13,829
0,2016-09-14,81
1,2016-09-14,970
0,2016-09-15,154
1,2016-09-15,870
0,2016-09-16,539
1,2016-09-16,904
0,2016-09-17,472
1,2016-09-17,180
0,2016-09-18,209
1,2016-09-18,322
0,2016-09-19,450
1,2016-09-19,215
0,2016-09-20,225
1,2016-09-20,192
0,2016-09-21,193
1,2016-09-21,128
0,2016-09-22,837
1,2016-09-22,665
0,2016-09-23,165
1,2016-09-23,256
0,2016-09-24,1
1,2016-09-24,567
0,2016-09-25,982
1,2016-09-25,956
0,2016-09-26,181
1,2016-09-26,590
0,2016-09-27,635
1,2016-09-27,729
0,2016-09-28,520
1,2016-09-28,479
0,2016-09-29,887
1,2016-09-29,642
0,2016-09-30,190
1,2016-09-30,969
0,2016-10-01,386
1,2016-10-01,958
0,2016-10-02,687
1,2016-10-02,530
0,2016-10-03,469
1,2016-10-03,718
0,2016-10-04,467
1,2016-10-04,563
0,2016-10-05,335
1,2016-10-05,344
0,2016-10-06,754
1,2016-10-06,974
0,2016-10-07,67
1,2016-10-07,649
0,2016-10-08,72
1,2016-10-08,311
0,2016-10-09,454
1,2016-10-09,130
0,2016-10-10,181
1,2016-10-10,866
0,2016-10-11,841
1,2016-10-11,190
0,2016-10-12,813
1,2016-10-12,990
0,2016-10-13,239
1,2016-10-13,106
0,2016-10-14,59
1,2016-10-14,539
0,2016-10-15,953
1,2016-10-15,228
0,2016-10-16,816
1,2016-10-16,437
0,2016-10-17,381
1,2016-10-17,252
0,2016-10-18,328
1,2016-10-18,718
0,2016-10-19,21
1,2016-10-19,889
0,2016-10-20,700
1,2016-10-20,395
0,2016-10-21,37
1,2016-10-21,767
0,2016-10-22,452
1,2016-10-22,382
0,2016-10-23,437
1,2016-10-23,192
0,2016-10-24,690
1,2016-10-24,701
0,2016-10-25,833
1,2016-10-25,13
0,2016-10-26,822
1,2016-10-26,178
0,2016-10-27,942
1,2016-10-27,361
0,2016-10-28,39
1,2016-10-28,634
0,2016-10-29,578
1,2016-10-29,432
0,2016-10-30,227
1,2016-10-30,944
0,2016-10-31,934
1,2016-10-31,100
0,2016-11-01,790
1,2016-11-01,686
0,2016-11-02,682
1,2016-11-02,175
0,2016-11-03,668
1,2016-11-03,108
0,2016-11-04,177
1,2016-11-04,777
0,2016-11-05,589
1,2016-11-05,609
0,2016-11-06,91
1,2016-11-06,889
0,2016-11-07,201
1,2016-11-07,589
0,2016-11-08,676
1,2016-11-08,755
0,2016-11-09,134
1,2016-11-09,988
0,2016-11-10,917
1,2016-11-10,366
0,2016-11-11,273
1,2016-11-11,519
0,2016-11-12,205
1,2016-11-12,12
0,2016-11-13,911
1,2016-11-13,85
0,2016-11-14,654
1,2016-11-14,842
0,2016-11-15,411
1,2016-11-15,179
0,2016-11-16,798
1,2016-11-16,127
0,2016-11-17,244
1,2016-11-17,611
0,2016-11-18,571
1,2016-11-18,331
0,2016-11-19,690
1,2016-11-19,237
0,2016-11-20,738
1,2016-11-20,879
0,2016-11-21,962
1,2016-11-21,486
0,2016-11-22,850
1,2016-11-22,387
0,2016-11-23,679
1,2016-11-23,820
0,2016-11-24,918
1,2016-11-24,165
0,2016-11-25,184
1,2016-11-25,668
0,2016-11-26,668
1,2016-11-26,805
0,2016-11-27,169
1,2016-11-27,997
0,2016-11-28,672
1,2016-11-28,939
0,2016-11-29,553
1,2016-11-29,514
0,2016-11-30,556
1,2016-11-30,838
0,2016-12-01,751
1,2016-12-01,498
0,2016-12-02,445
1,2016-12-02,196
0,2016-12-03,358
1,2016-12-03,950
0,2016-12-04,734
1,2016-12-04,83
0,2016-12-05,348
1,2016-12-05,829
0,2016-12-06,61
1,2016-12-06,364
0,2016-12-07,979
1,2016-12-07,926
0,2016-12-08,542
1,2016-12-08,161
0,2016-12-09,386
1,2016-12-09,95
0,2016-12-10,84
1,2016-12-10,79
0,2016-12-11,526
1,2016-12-11,285
0,2016-12-12,213
1,2016-12-12,21
0,2016-12-13,985
1,2016-12-13,601
0,2016-12-14,430
1,2016-12-14,180
0,2016-12-15,76
1,2016-12-15,245
0,2016-12-16,135
1,2016-12-16,849
0,2016-12-17,53
1,2016-12-17,844
0,2016-12-18,333
1,2016-12-18,89
0,2016-12-19,432
1,2016-12-19,902
0,2016-12-20,266
1,2016-12-20,880
0,2016-12-21,499
1,2016-12-21,647
0,2016-12-22,72
1,2016-12-22,996
0,2016-12-23,821
1,2016-12-23,339
0,2016-12-24,444
1,2016-12-24,324
0,2016-12-25,269
1,2016-12-25,392
0,2016-12-26,11
1,2016-12-26,545
0,2016-12-27,700
1,2016-12-27,804
0,2016-12-28,641
1,2016-12-28,578
0,2016-12-29,245
1,2016-12-29,51
0,2016-12-30,883
1,2016-12-30,769
0,2016-12-31,694
1,2016-12-31,85
0,2015-01-01,560
1,2015-01-01,937
0,2015-01-02,685
1,2015-01-02,949
0,2015-01-03,722
1,2015-01-03,883
0,2015-01-04,684
1,2015-01-04,205
0,2015-01-05,905
1,2015-01-05,850
0,2015-01-06,923
1,2015-01-06,166
0,2015-01-07,374
1,2015-01-07,703
0,2015-01-08,345
1,2015-01-08,572
0,2015-01-09,289
1,2015-01-09,29
0,2015-01-10,44
1,2015-01-10,934
0,2015-01-11,172
1,2015-01-11,16
0,2015-01-12,567
1,2015-01-12,609
0,2015-01-13,239
1,2015-01-13,140
0,2015-01-14,340
1,2015-01-14,938
0,2015-01-15,943
1,2015-01-15,579
0,2015-01-16,643
1,2015-01-16,530
0,2015-01-17,72
1,2015-01-17,926
0,2015-01-18,560
1,2015-01-18,833
0,2015-01-19,875
1,2015-01-19,913
0,2015-01-20,33
1,2015-01-20,116
0,2015-01-21,741
1,2015-01-21,198
0,2015-01-22,178
1,2015-01-22,66
0,2015-01-23,488
1,2015-01-23,113
0,2015-01-24,970
1,2015-01-24,677
0,2015-01-25,75
1,2015-01-25,823
0,2015-01-26,610
1,2015-01-26,594
0,2015-01-27,643
1,2015-01-27,708
0,2015-01-28,429
1,2015-01-28,372
0,2015-01-29,837
1,2015-01-29,122
0,2015-01-30,809
1,2015-01-30,205
0,2015-01-31,815
1,2015-01-31,150
0,2015-02-01,446
1,2015-02-01,972
0,2015-02-02,70
1,2015-02-02,675
0,2015-02-03,461
1,2015-02-03,208
0,2015-02-04,593
1,2015-02-04,831
0,2015-02-05,94
1,2015-02-05,329
0,2015-02-06,116
1,2015-02-06,75
0,2015-02-07,588
1,2015-02-07,182
0,2015-02-08,606
1,2015-02-08,70
0,2015-02-09,424
1,2015-02-09,371
0,2015-02-10,810
1,2015-02-10,745
0,2015-02-11,321
1,2015-02-11,61
0,2015-02-12,107
1,2015-02-12,18
0,2015-02-13,185
1,2015-02-13,826
0,2015-02-14,597
1,2015-02-14,502
0,2015-02-15,87
1,2015-02-15,93
0,2015-02-16,525
1,2015-02-16,311
0,2015-02-17,738
1,2015-02-17,136
0,2015-02-18,718
1,2015-02-18,399
0,2015-02-19,14
1,2015-02-19,133
0,2015-02-20,601
1,2015-02-20,441
0,2015-02-21,425
1,2015-02-21,204
0,2015-02-22,953
1,2015-02-22,265
0,2015-02-23,348
1,2015-02-23,784
0,2015-02-24,418
1,2015-02-24,443
0,2015-02-25,239
1,2015-02-25,808
0,2015-02-26,95
1,2015-02-26,244
0,2015-02-27,814
1,2015-02-27,843
0,2015-02-28,93
1,2015-02-28,332
0,2015-03-01,519
1,2015-03-01,898
0,2015-03-02,65
1,2015-03-02,807
0,2015-03-03,367
1,2015-03-03,791
0,2015-03-04,782
1,2015-03-04,253
0,2015-03-05,404
1,2015-03-05,932
0,2015-03-06,940
1,2015-03-06,744
0,2015-03-07,325
1,2015-03-07,849
0,2015-03-08,512
1,2015-03-08,118
0,2015-03-09,256
1,2015-03-09,661
0,2015-03-10,371
1,2015-03-10,38
0,2015-03-11,246
1,2015-03-11,121
0,2015-03-12,531
1,2015-03-12,426
0,2015-03-13,688
1,2015-03-13,776
0,2015-03-14,697
1,2015-03-14,248
0,2015-03-15,170
1,2015-03-15,129
0,2015-03-16,454
1,2015-03-16,836
0,2015-03-17,461
1,2015-03-17,682
0,2015-03-18,260
1,2015-03-18,488
0,2015-03-19,886
1,2015-03-19,500
0,2015-03-20,626
1,2015-03-20,506
0,2015-03-21,510
1,2015-03-21,948
0,2015-03-22,76
1,2015-03-22,731
0,2015-03-23,835
1,2015-03-23,857
0,2015-03-24,272
1,2015-03-24,682
0,2015-03-25,116
1,2015-03-25,230
0,2015-03-26,874
1,2015-03-26,663
0,2015-03-27,804
1,2015-03-27,546
0,2015-03-28,198
1,2015-03-28,434
0,2015-03-29,540
1,2015-03-29,579
0,2015-03-30,417
1,2015-03-30,232
0,2015-03-31,313
1,2015-03-31,436
0,2015-04-01,106
1,2015-04-01,306
0,2015-04-02,796
1,2015-04-02,302
0,2015-04-03,173
1,2015-04-03,742
0,2015-04-04,272
1,2015-04-04,644
0,2015-04-05,710
1,2015-04-05,503
0,2015-04-06,591
1,2015-04-06,108
0,2015-04-07,817
1,2015-04-07,459
0,2015-04-08,599
1,2015-04-08,835
0,2015-04-09,729
1,2015-04-09,541
0,2015-04-10,253
1,2015-04-10,403
0,2015-04-11,266
1,2015-04-11,855
0,2015-04-12,386
1,2015-04-12,234
0,2015-04-13,268
1,2015-04-13,742
0,2015-04-14,586
1,2015-04-14,214
0,2015-04-15,55
1,2015-04-15,109
0,2015-04-16,423
1,2015-04-16,281
0,2015-04-17,544
1,2015-04-17,464
0,2015-04-18,329
1,2015-04-18,271
0,2015-04-19,7
1,2015-04-19,931
0,2015-04-20,999
1,2015-04-20,783
0,2015-04-21,443
1,2015-04-21,786
0,2015-04-22,315
1,2015-04-22,856
0,2015-04-23,965
1,2015-04-23,756
0,2015-04-24,908
1,2015-04-24,101
0,2015-04-25,829
1,2015-04-25,742
0,2015-04-26,844
1,2015-04-26,80
0,2015-04-27,751
1,2015-04-27,479
0,2015-04-28,256
1,2015-04-28,125
0,2015-04-29,512
1,2015-04-29,820
0,2015-04-30,302
1,2015-04-30,255
0,2015-05-01,130
1,2015-05-01,572
0,2015-05-02,133
1,2015-05-02,369
0,2015-05-03,229
1,2015-05-03,733
0,2015-05-04,337
1,2015-05-04,930
0,2015-05-05,384
1,2015-05-05,154
0,2015-05-06,74
1,2015-05-06,498
0,2015-05-07,558
1,2015-05-07,523
0,2015-05-08,668
1,2015-05-08,119
0,2015-05-09,641
1,2015-05-09,594
0,2015-05-10,482
1,2015-05-10,67
0,2015-05-11,282
1,2015-05-11,605
0,2015-05-12,831
1,2015-05-12,207
0,2015-05-13,191
1,2015-05-13,60
0,2015-05-14,410
1,2015-05-14,971
0,2015-05-15,523
1,2015-05-15,301
0,2015-05-16,354
1,2015-05-16,810
0,2015-05-17,297
1,2015-05-17,238
0,2015-05-18,222
1,2015-05-18,6
0,2015-05-19,268
1,2015-05-19,355
0,2015-05-20,938
1,2015-05-20,704
0,2015-05-21,436
1,2015-05-21,710
0,2015-05-22,445
1,2015-05-22,580
0,2015-05-23,218
1,2015-05-23,597
0,2015-05-24,351
1,2015-05-24,914
0,2015-05-25,834
1,2015-05-25,892
0,2015-05-26,586
1,2015-05-26,107
0,2015-05-27,664
1,2015-05-27,145
0,2015-05-28,712
1,2015-05-28,486
0,2015-05-29,817
1,2015-05-29,189
0,2015-05-30,412
1,2015-05-30,723
0,2015-05-31,142
1,2015-05-31,824
0,2015-06-01,211
1,2015-06-01,512
0,2015-06-02,575
1,2015-06-02,259
0,2015-06-03,322
1,2015-06-03,32
0,2015-06-04,17
1,2015-06-04,449
0,2015-06-05,24
1,2015-06-05,250
0,2015-06-06,741
1,2015-06-06,265
0,2015-06-07,410
1,2015-06-07,919
0,2015-06-08,770
1,2015-06-08,532
0,2015-06-09,593
1,2015-06-09,149
0,2015-06-10,152
1,2015-06-10,997
0,2015-06-11,501
1,2015-06-11,704
0,2015-06-12,271
1,2015-06-12,256
0,2015-06-13,619
1,2015-06-13,336
0,2015-06-14,748
1,2015-06-14,995
0,2015-06-15,475
1,2015-06-15,598
0,2015-06-16,786
1,2015-06-16,547
0,2015-06-17,739
1,2015-06-17,914
0,2015-06-18,317
1,2015-06-18,78
0,2015-06-19,841
1,2015-06-19,375
0,2015-06-20,401
1,2015-06-20,613
0,2015-06-21,520
1,2015-06-21,646
0,2015-06-22,674
1,2015-06-22,263
0,2015-06-23,760
1,2015-06-23,679
0,2015-06-24,405
1,2015-06-24,338
0,2015-06-25,438
1,2015-06-25,52
0,2015-06-26,346
1,2015-06-26,205
0,2015-06-27,55
1,2015-06-27,111
0,2015-06-28,121
1,2015-06-28,597
0,2015-06-29,312
1,2015-06-29,756
0,2015-06-30,630
1,2015-06-30,900
0,2015-07-01,619
1,2015-07-01,931
0,2015-07-02,477
1,2015-07-02,868
0,2015-07-03,225
1,2015-07-03,149
0,2015-07-04,884
1,2015-07-04,890
0,2015-07-05,560
1,2015-07-05,543
0,2015-07-06,969
1,2015-07-06,27
0,2015-07-07,801
1,2015-07-07,583
0,2015-07-08,785
1,2015-07-08,309
0,2015-07-09,558
1,2015-07-09,773
0,2015-07-10,166
1,2015-07-10,435
0,2015-07-11,91
1,2015-07-11,965
0,2015-07-12,457
1,2015-07-12,354
0,2015-07-13,503
1,2015-07-13,667
0,2015-07-14,650
1,2015-07-14,431
0,2015-07-15,318
1,2015-07-15,381
0,2015-07-16,741
1,2015-07-16,880
0,2015-07-17,423
1,2015-07-17,205
0,2015-07-18,181
1,2015-07-18,637
0,2015-07-19,563
1,2015-07-19,728
0,2015-07-20,805
1,2015-07-20,928
0,2015-07-21,992
1,2015-07-21,548
0,2015-07-22,981
1,2015-07-22,875
0,2015-07-23,310
1,2015-07-23,6
0,2015-07-24,79
1,2015-07-24,125
0,2015-07-25,269
1,2015-07-25,946
0,2015-07-26,490
1,2015-07-26,284
0,2015-07-27,331
1,2015-07-27,790
0,2015-07-28,225
1,2015-07-28,656
0,2015-07-29,753
1,2015-07-29,239
0,2015-07-30,585
1,2015-07-30,11
0,2015-07-31,577
1,2015-07-31,104
0,2015-08-01,172
1,2015-08-01,946
0,2015-08-02,185
1,2015-08-02,520
0,2015-08-03,264
1,2015-08-03,747
0,2015-08-04,43
1,2015-08-04,624
0,2015-08-05,809
1,2015-08-05,983
0,2015-08-06,941
1,2015-08-06,370
0,2015-08-07,277
1,2015-08-07,186
0,2015-08-08,182
1,2015-08-08,517
0,2015-08-09,88
1,2015-08-09,260
0,2015-08-10,543
1,2015-08-10,148
0,2015-08-11,234
1,2015-08-11,59
0,2015-08-12,350
1,2015-08-12,845
0,2015-08-13,877
1,2015-08-13,282
0,2015-08-14,726
1,2015-08-14,455
0,2015-08-15,739
1,2015-08-15,991
0,2015-08-16,346
1,2015-08-16,364
0,2015-08-17,758
1,2015-08-17,127
0,2015-08-18,629
1,2015-08-18,644
0,2015-08-19,784
1,2015-08-19,272
0,2015-08-20,149
1,2015-08-20,480
0,2015-08-21,751
1,2015-08-21,441
0,2015-08-22,488
1,2015-08-22,509
0,2015-08-23,297
1,2015-08-23,750
0,2015-08-24,815
1,2015-08-24,842
0,2015-08-25,613
1,2015-08-25,60
0,2015-08-26,829
1,2015-08-26,912
0,2015-08-27,652
1,2015-08-27,131
0,2015-08-28,696
1,2015-08-28,513
0,2015-08-29,688
1,2015-08-29,884
0,2015-08-30,908
1,2015-08-30,491
0,2015-08-31,336
1,2015-08-31,671
0,2015-09-01,655
1,2015-09-01,269
0,2015-09-02,329
1,2015-09-02,389
0,2015-09-03,81
1,2015-09-03,338
0,2015-09-04,485
1,2015-09-04,458
0,2015-09-05,920
1,2015-09-05,405
0,2015-09-06,161
1,2015-09-06,36
0,2015-09-07,743
1,2015-09-07,842
0,2015-09-08,681
1,2015-09-08,486
0,2015-09-09,862
1,2015-09-09,640
0,2015-09-10,67
1,2015-09-10,693
0,2015-09-11,54
1,2015-09-11,581
0,2015-09-12,6
1,2015-09-12,612
0,2015-09-13,348
1,2015-09-13,917
0,2015-09-14,729
1,2015-09-14,324
0,2015-09-15,405
1,2015-09-15,285
0,2015-09-16,573
1,2015-09-16,803
0,2015-09-17,392
1,2015-09-17,353
0,2015-09-18,409
1,2015-09-18,261
0,2015-09-19,605
1,2015-09-19,653
0,2015-09-20,713
1,2015-09-20,982
0,2015-09-21,516
1,2015-09-21,218
0,2015-09-22,379
1,2015-09-22,661
0,2015-09-23,19
1,2015-09-23,856
0,2015-09-24,956
1,2015-09-24,368
0,2015-09-25,292
1,2015-09-25,862
0,2015-09-26,752
1,2015-09-26,75
0,2015-09-27,211
1,2015-09-27,335
0,2015-09-28,958
1,2015-09-28,450
0,2015-09-29,466
1,2015-09-29,394
0,2015-09-30,993
1,2015-09-30,472
0,2015-10-01,746
1,2015-10-01,631
0,2015-10-02,640
1,2015-10-02,274
0,2015-10-03,309
1,2015-10-03,133
0,2015-10-04,916
1,2015-10-04,157
0,2015-10-05,510
1,2015-10-05,919
0,2015-10-06,208
1,2015-10-06,390
0,2015-10-07,703
1,2015-10-07,122
0,2015-10-08,614
1,2015-10-08,184
0,2015-10-09,883
1,2015-10-09,435
0,2015-10-10,377
1,2015-10-10,344
0,2015-10-11,347
1,2015-10-11,165
0,2015-10-12,378
1,2015-10-12,942
0,2015-10-13,492
1,2015-10-13,900
0,2015-10-14,423
1,2015-10-14,800
0,2015-10-15,497
1,2015-10-15,997
0,2015-10-16,674
1,2015-10-16,386
0,2015-10-17,641
1,2015-10-17,279
0,2015-10-18,752
1,2015-10-18,521
0,2015-10-19,158
1,2015-10-19,536
0,2015-10-20,810
1,2015-10-20,80
0,2015-10-21,92
1,2015-10-21,953
0,2015-10-22,499
1,2015-10-22,24
0,2015-10-23,178
1,2015-10-23,106
0,2015-10-24,110
1,2015-10-24,788
0,2015-10-25,219
1,2015-10-25,146
0,2015-10-26,710
1,2015-10-26,248
0,2015-10-27,718
1,2015-10-27,548
0,2015-10-28,397
1,2015-10-28,838
0,2015-10-29,875
1,2015-10-29,715
0,2015-10-30,702
1,2015-10-30,486
0,2015-10-31,442
1,2015-10-31,180
0,2015-11-01,548
1,2015-11-01,391
0,2015-11-02,709
1,2015-11-02,159
0,2015-11-03,263
1,2015-11-03,898
0,2015-11-04,182
1,2015-11-04,808
0,2015-11-05,369
1,2015-11-05,201
0,2015-11-06,524
1,2015-11-06,14
0,2015-11-07,16
1,2015-11-07,251
0,2015-11-08,469
1,2015-11-08,237
0,2015-11-09,168
1,2015-11-09,512
0,2015-11-10,92
1,2015-11-10,916
0,2015-11-11,22
1,2015-11-11,235
0,2015-11-12,485
1,2015-11-12,640
0,2015-11-13,595
1,2015-11-13,103
0,2015-11-14,251
1,2015-11-14,738
0,2015-11-15,328
1,2015-11-15,111
0,2015-11-16,594
1,2015-11-16,572
0,2015-11-17,206
1,2015-11-17,938
0,2015-11-18,380
1,2015-11-18,978
0,2015-11-19,427
1,2015-11-19,546
0,2015-11-20,268
1,2015-11-20,723
0,2015-11-21,117
1,2015-11-21,546
0,2015-11-22,778
1,2015-11-22,919
0,2015-11-23,854
1,2015-11-23,197
0,2015-11-24,755
1,2015-11-24,863
0,2015-11-25,110
1,2015-11-25,706
0,2015-11-26,204
1,2015-11-26,513
0,2015-11-27,354
1,2015-11-27,48
0,2015-11-28,975
1,2015-11-28,602
0,2015-11-29,909
1,2015-11-29,853
0,2015-11-30,487
1,2015-11-30,327
0,2015-12-01,445
1,2015-12-01,969
0,2015-12-02,925
1,2015-12-02,567
0,2015-12-03,103
1,2015-12-03,582
0,2015-12-04,292
1,2015-12-04,280
0,2015-12-05,705
1,2015-12-05,381
0,2015-12-06,163
1,2015-12-06,786
0,2015-12-07,568
1,2015-12-07,194
0,2015-12-08,354
1,2015-12-08,483
0,2015-12-09,207
1,2015-12-09,151
0,2015-12-10,256
1,2015-12-10,208
0,2015-12-11,33
1,2015-12-11,550
0,2015-12-12,587
1,2015-12-12,756
0,2015-12-13,141
1,2015-12-13,224
0,2015-12-14,174
1,2015-12-14,40
0,2015-12-15,815
1,2015-12-15,426
0,2015-12-16,502
1,2015-12-16,311
0,2015-12-17,827
1,2015-12-17,776
0,2015-12-18,494
1,2015-12-18,627
0,2015-12-19,809
1,2015-12-19,808
0,2015-12-20,195
1,2015-12-20,475
0,2015-12-21,334
1,2015-12-21,189
0,2015-12-22,445
1,2015-12-22,253
0,2015-12-23,718
1,2015-12-23,393
0,2015-12-24,62
1,2015-12-24,569
0,2015-12-25,567
1,2015-12-25,482
0,2015-12-26,792
1,2015-12-26,673
0,2015-12-27,65
1,2015-12-27,937
0,2015-12-28,619
1,2015-12-28,774
0,2015-12-29,394
1,2015-12-29,619
0,2015-12-30,939
1,2015-12-30,26
0,2015-12-31,305
1,2015-12-31,269
0,2014-01-01,980
1,2014-01-01,468
0,2014-01-02,355
1,2014-01-02,834
0,2014-01-03,429
1,2014-01-03,272
0,2014-01-04,112
1,2014-01-04,745
0,2014-01-05,244
1,2014-01-05,373
0,2014-01-06,720
1,2014-01-06,590
0,2014-01-07,92
1,2014-01-07,973
0,2014-01-08,977
1,2014-01-08,186
0,2014-01-09,198
1,2014-01-09,258
0,2014-01-10,122
1,2014-01-10,61
0,2014-01-11,19
1,2014-01-11,872
0,2014-01-12,430
1,2014-01-12,301
0,2014-01-13,568
1,2014-01-13,853
0,2014-01-14,541
1,2014-01-14,604
0,2014-01-15,722
1,2014-01-15,464
0,2014-01-16,202
1,2014-01-16,421
0,2014-01-17,714
1,2014-01-17,503
0,2014-01-18,232
1,2014-01-18,878
0,2014-01-19,965
1,2014-01-19,366
0,2014-01-20,904
0,2014-01-21,215
1,2014-01-21,253
0,2014-01-22,331
1,2014-01-22,390
0,2014-01-23,670
1,2014-01-23,925
0,2014-01-24,846
1,2014-01-24,359
0,2014-01-25,889
1,2014-01-25,326
0,2014-01-26,918
1,2014-01-26,431
0,2014-01-27,464
1,2014-01-27,714
0,2014-01-28,521
1,2014-01-28,247
0,2014-01-29,165
1,2014-01-29,154
0,2014-01-30,525
1,2014-01-30,342
0,2014-01-31,468
1,2014-01-31,304
0,2014-02-01,703
1,2014-02-01,372
0,2014-02-02,564
1,2014-02-02,142
0,2014-02-03,862
1,2014-02-03,225
1,2014-02-04,599
0,2014-02-04,704
0,2014-02-05,124
1,2014-02-05,641
0,2014-02-06,521
1,2014-02-06,840
1,2014-02-07,958
0,2014-02-07,432
0,2014-02-08,344
1,2014-02-08,323
0,2014-02-09,767
1,2014-02-09,223
1,2014-02-10,654
0,2014-02-10,744
0,2014-02-11,396
1,2014-02-11,656
0,2014-02-12,568
1,2014-02-12,159
0,2014-02-13,626
1,2014-02-13,101
1,2014-02-14,583
0,2014-02-14,708
0,2014-02-15,343
1,2014-02-15,585
0,2014-02-16,20
1,2014-02-16,124
1,2014-02-17,344
0,2014-02-17,72
0,2014-02-18,849
1,2014-02-18,496
0,2014-02-19,170
1,2014-02-19,828
1,2014-02-20,315
0,2014-02-20,7
0,2014-02-21,917
1,2014-02-21,809
0,2014-02-22,975
1,2014-02-22,714
0,2014-02-23,545
1,2014-02-23,0
1,2014-02-24,621
0,2014-02-24,557
0,2014-02-25,739
1,2014-02-25,656
0,2014-02-26,473
1,2014-02-26,910
1,2014-02-27,86
0,2014-02-27,425
0,2014-02-28,653
1,2014-02-28,337
0,2014-03-01,309
1,2014-03-01,787
1,2014-03-02,68
0,2014-03-02,451
0,2014-03-03,672
1,2014-03-03,542
0,2014-03-04,766
1,2014-03-04,853
1,2014-03-05,42
0,2014-03-05,7
1,2014-03-06,982
0,2014-03-06,214
0,2014-03-07,507
1,2014-03-07,749
0,2014-03-08,636
1,2014-03-08,846
1,2014-03-09,407
0,2014-03-09,774
0,2014-03-10,983
1,2014-03-10,668
0,2014-03-11,749
1,2014-03-11,756
1,2014-03-12,192
0,2014-03-12,732
0,2014-03-13,486
1,2014-03-13,640
0,2014-03-14,677
1,2014-03-14,536
1,2014-03-15,907
0,2014-03-15,666
1,2014-03-16,896
0,2014-03-16,683
0,2014-03-17,228
1,2014-03-17,708
0,2014-03-18,705
1,2014-03-18,903
1,2014-03-19,385
0,2014-03-19,579
0,2014-03-20,13
1,2014-03-20,570
0,2014-03-21,525
1,2014-03-21,274
1,2014-03-22,407
