Draw,Date,Pick3,Pick4,Pick5
0,2017-04-08,396,3545,9341
1,2017-04-08,692,485,50028
0,2017-04-09,128,4362,50967
1,2017-04-09,908,7387,49991
0,2017-04-10,584,3455,7541
1,2017-04-10,693,3022,35709
0,2017-04-11,828,8886,87369
1,2017-04-11,534,1268,56084
0,2017-04-12,906,7144,70790
1,2017-04-12,750,5129,80026
0,2017-04-13,117,5224,26559
1,2017-04-13,415,7755,1215
0,2017-04-14,893,4497,85128
1,2017-04-14,2,7287,31651
0,2017-04-15,54,9757,1906
1,2017-04-15,823,202,22303
0,2017-04-16,246,8558,23737
1,2017-04-16,679,8160,67577
0,2017-04-17,650,1444,43646
1,2017-04-17,948,4095,41507
0,2017-04-18,725,840,63839
1,2017-04-18,148,1021,88678
0,2017-04-19,856,904,81755
1,2017-04-19,940,7021,62801
0,2017-04-20,975,6220,31444
1,2017-04-20,767,6306,96721
0,2017-04-21,789,1357,81454
1,2017-04-21,363,7555,27584
0,2017-04-22,640,4657,68720
1,2017-04-22,296,5647,53243
0,2017-04-23,637,3301,74147
1,2017-04-23,53,338,91521
0,2017-04-24,36,5653,50017
1,2017-04-24,200,5828,73854
0,2017-04-25,692,9611,50186
1,2017-04-25,513,922,38697
0,2017-04-26,262,3980,26027
1,2017-04-26,621,8899,91919
0,2017-04-27,604,2544,88063
1,2017-04-27,527,606,71941
0,2017-04-28,262,9576,74048
1,2017-04-28,118,8566,35874
0,2017-04-29,795,2698,94451
1,2017-04-29,601,2368,58156
0,2017-04-30,373,1153,55837
1,2017-04-30,491,4781,59599
0,2017-05-01,660,6763,34595
1,2017-05-01,586,4722,43098
0,2017-05-02,691,3612,66657
1,2017-05-02,298,9854,13999
0,2017-05-03,732,207,48315
1,2017-05-03,390,8037,21720
0,2017-05-04,460,9304,89343
1,2017-05-04,691,4931,59904
0,2017-05-05,841,2481,58911
1,2017-05-05,811,4673,90055
0,2017-05-06,989,5421,28909
1,2017-05-06,821,4817,85252
0,2017-05-07,569,2438,10641
1,2017-05-07,316,878,96036
0,2017-05-08,413,5827,39317
1,2017-05-08,156,7496,7602
0,2017-05-09,568,3541,8871
1,2017-05-09,273,738,94843
0,2017-05-10,591,1272,55008
1,2017-05-10,201,8940,8926
0,2017-05-11,890,2689,38614
1,2017-05-11,416,8562,80692
0,2017-05-12,901,2121,498
1,2017-05-12,976,9154,95677
0,2017-05-13,293,8830,96302
1,2017-05-13,172,6017,6012
0,2017-05-14,112,1281,67467
1,2017-05-14,957,9623,15980
0,2017-05-15,743,7209,58964
1,2017-05-15,33,974,17190
0,2017-05-16,125,9704,55455
1,2017-05-16,874,7920,95603
0,2017-05-17,582,6221,80789
1,2017-05-17,787,6263,73219
0,2017-05-18,347,5694,71358
1,2017-05-18,952,2720,70839
0,2017-05-19,596,8712,62148
1,2017-05-19,177,565,19647
0,2017-05-20,464,8008,69124
1,2017-05-20,237,6417,87358
0,2017-05-21,378,6850,11755
1,2017-05-21,138,9765,21409
0,2017-05-22,320,9412,46137
1,2017-05-22,421,5234,30581
0,2017-05-23,235,9285,25571
1,2017-05-23,535,608,14901
0,2017-05-24,678,6155,2650
1,2017-05-24,548,2899,5853
0,2017-05-25,841,6167,37093
1,2017-05-25,560,3199,99282
0,2017-05-26,226,2975,31035
1,2017-05-26,16,437,17768
0,2017-05-27,647,2297,79359
1,2017-05-27,866,5821,90158
0,2017-05-28,353,6517,33005
1,2017-05-28,183,9713,81078
0,2017-05-29,643,7069,24829
1,2017-05-29,772,1549,61746
0,2017-05-30,489,3302,72226
1,2017-05-30,22,300,80683
0,2017-05-31,510,3230,84346
1,2017-05-31,331,8329,60258
0,2017-06-01,657,2325,83011
1,2017-06-01,935,5263,52500
0,2017-06-02,596,6037,86200
1,2017-06-02,954,9997,67484
0,2017-06-03,576,6442,29879
1,2017-06-03,807,8145,6367
0,2017-06-04,488,3836,42216
1,2017-06-04,26,2769,56022
0,2017-06-05,697,842,18089
1,2017-06-05,45,9291,84551
0,2017-06-06,132,5634,24857
1,2017-06-06,266,7680,98806
0,2017-06-07,37,3976,67222
1,2017-06-07,500,7436,32036
0,2017-06-08,302,1252,50170
1,2017-06-08,195,1422,50657
0,2017-06-09,683,678,5247
1,2017-06-09,234,5613,31852
0,2017-06-10,558,6313,87190
1,2017-06-10,597,4637,97372
0,2017-06-11,631,8103,27536
1,2017-06-11,145,592,47777
0,2017-06-12,501,427,7938
1,2017-06-12,801,3345,15825
0,2017-06-13,629,1750,30530
1,2017-06-13,921,7708,64643
0,2017-06-14,478,9197,11222
1,2017-06-14,852,9088,25979
0,2017-06-15,730,8520,19887
1,2017-06-15,804,1392,45852
0,2017-06-16,158,3355,52376
1,2017-06-16,834,2209,22676
0,2017-06-17,70,8025,58869
1,2017-06-17,273,8635,70318
0,2017-06-18,390,2451,19912
1,2017-06-18,103,8389,26987
0,2017-06-19,556,5337,12455
1,2017-06-19,829,5980,40660
0,2017-06-20,229,3738,70621
1,2017-06-20,747,7923,49651
0,2017-06-21,63,4800,31659
1,2017-06-21,695,6374,41799
0,2017-06-22,509,2178,8582
1,2017-06-22,263,1375,24686
0,2017-06-23,5,7334,30001
1,2017-06-23,707,9712,81895
0,2017-06-24,454,2614,32474
1,2017-06-24,428,5887,24445
0,2017-06-25,100,3694,82895
1,2017-06-25,247,393,50860
0,2017-06-26,69,575,64629
1,2017-06-26,958,4411,80343
0,2017-06-27,900,1097,52995
1,2017-06-27,234,9046,41726
0,2017-06-28,397,5122,47162
1,2017-06-28,828,4450,70731
0,2017-06-29,405,1436,13240
1,2017-06-29,537,4760,69292
0,2017-06-30,613,6481,5916
1,2017-06-30,550,8138,35430
0,2017-07-01,795,4885,87785
1,2017-07-01,556,8636,41709
0,2017-07-02,727,3782,69680
1,2017-07-02,71,4917,82262
0,2017-07-03,255,4384,22995
1,2017-07-03,686,2882,57346
0,2017-07-04,350,8570,28280
1,2017-07-04,352,2394,38056
0,2017-07-05,973,8974,44013
1,2017-07-05,936,2345,51782
0,2017-07-06,928,6820,64286
1,2017-07-06,125,5099,1139
0,2017-07-07,319,8288,45420
1,2017-07-07,232,7112,33780
0,2017-07-08,924,6150,10383
1,2017-07-08,422,5034,8884
0,2017-07-09,125,7625,63798
1,2017-07-09,171,8135,50928
0,2017-07-10,80,8906,72294
1,2017-07-10,359,2347,4524
0,2017-07-11,408,6008,34208
1,2017-07-11,485,2131,54639
0,2017-07-12,186,8274,68388
1,2017-07-12,303,5179,79587
0,2017-07-13,319,6625,39794
1,2017-07-13,387,7186,52238
0,2017-07-14,157,9247,7352
1,2017-07-14,969,8824,66564
0,2017-07-15,10,8807,21452
1,2017-07-15,498,4463,47260
0,2017-07-16,130,9652,32074
1,2017-07-16,435,3252,23355
0,2017-07-17,602,1115,18670
1,2017-07-17,734,9008,22937
0,2017-07-18,723,9790,35604
1,2017-07-18,625,2755,11788
0,2017-07-19,337,1338,66298
1,2017-07-19,350,7260,61439
0,2017-07-20,175,7232,82186
1,2017-07-20,754,2405,83035
0,2017-07-21,18,5433,41952
1,2017-07-21,563,8059,15711
0,2017-07-22,392,5782,46470
1,2017-07-22,93,3272,43781
0,2017-07-23,403,6109,63839
1,2017-07-23,618,4538,88561
0,2017-07-24,296,2514,70188
1,2017-07-24,880,5441,718
0,2017-07-25,228,735,6810
1,2017-07-25,281,2524,15833
0,2017-07-26,76,7308,53678
1,2017-07-26,856,5719,66577
0,2017-07-27,474,3260,95981
1,2017-07-27,651,334,50249
0,2017-07-28,495,4039,74674
1,2017-07-28,258,2153,22947
0,2017-07-29,452,3743,57022
1,2017-07-29,408,8575,29020
0,2017-07-30,177,3415,35161
1,2017-07-30,25,221,70711
0,2017-07-31,361,973,46210
1,2017-07-31,523,3553,12412
0,2017-08-01,658,5944,48696
1,2017-08-01,366,3663,21080
0,2017-08-02,298,9933,52359
1,2017-08-02,212,5679,47923
0,2017-08-03,590,8658,85438
1,2017-08-03,157,3627,35837
0,2017-08-04,670,7302,61696
1,2017-08-04,187,4237,74050
0,2017-08-05,195,4772,86687
1,2017-08-05,742,1248,62598
0,2017-08-06,150,6809,14883
1,2017-08-06,679,1656,33427
0,2017-08-07,482,1597,50354
1,2017-08-07,605,3600,92030
0,2017-08-08,539,7895,9226
1,2017-08-08,390,4337,87403
0,2017-08-09,628,1197,60575
1,2017-08-09,567,9894,12487
0,2017-08-10,945,8358,42509
1,2017-08-10,825,1978,10401
0,2017-08-11,820,8588,39845
1,2017-08-11,140,2608,41542
0,2017-08-12,931,2672,62691
1,2017-08-12,461,4645,12806
0,2017-08-13,733,6956,53009
1,2017-08-13,567,3929,62880
0,2017-08-14,912,8718,77446
1,2017-08-14,445,3397,91680
0,2017-08-15,205,7232,38289
1,2017-08-15,249,2730,34390
0,2017-08-16,200,9884,34261
1,2017-08-16,941,5150,81743
0,2017-08-17,666,4603,20751
1,2017-08-17,785,2241,62174
0,2017-08-18,954,490,60309
1,2017-08-18,265,6555,72129
0,2017-08-19,797,4202,97928
1,2017-08-19,230,786,15813
0,2017-08-20,601,210,17805
1,2017-08-20,630,1915,48143
0,2017-08-21,220,5198,79240
1,2017-08-21,750,1073,21919
0,2017-08-22,148,8233,44275
1,2017-08-22,500,9596,71557
0,2017-08-23,30,962,58069
1,2017-08-23,989,8580,10376
0,2017-08-24,266,7710,81982
1,2017-08-24,388,3644,2746
0,2017-08-25,106,7233,87056
1,2017-08-25,995,753,39079
0,2017-08-26,254,2209,82340
1,2017-08-26,930,1417,46870
0,2017-08-27,470,890,22516
1,2017-08-27,79,8967,41841
0,2017-08-28,684,1477,3630
1,2017-08-28,608,294,50497
0,2017-08-29,510,1037,92494
1,2017-08-29,784,2892,71842
0,2017-08-30,557,2448,77664
1,2017-08-30,163,7063,36101
0,2017-08-31,180,5739,98117
1,2017-08-31,294,5504,83524
0,2017-09-01,161,4622,69800
1,2017-09-01,169,4605,62896
0,2017-09-02,706,6817,33470
1,2017-09-02,321,2159,85205
0,2017-09-03,395,6901,39042
1,2017-09-03,923,6699,69972
0,2017-09-04,769,7628,7978
1,2017-09-04,123,2639,21589
0,2017-09-05,286,7572,7093
1,2017-09-05,804,1947,24873
0,2017-09-06,374,1503,45903
1,2017-09-06,305,3626,2361
0,2017-09-07,639,604,9813
1,2017-09-07,103,2982,10574
0,2017-09-08,700,2292,73112
1,2017-09-08,225,1452,89488
0,2017-09-09,615,5876,32810
1,2017-09-09,962,9557,83518
0,2017-09-10,352,8284,62706
1,2017-09-10,131,2619,49465
0,2017-09-11,412,5827,71489
1,2017-09-11,29,5958,21706
0,2017-09-12,207,4212,33091
1,2017-09-12,564,1682,13400
0,2017-09-13,907,6471,62419
1,2017-09-13,133,4483,97485
0,2017-09-14,337,8849,81225
1,2017-09-14,495,829,22011
0,2017-09-15,532,1018,17054
1,2017-09-15,411,2120,71560
0,2017-09-16,276,6320,35779
1,2017-09-16,889,6089,92211
0,2017-09-17,170,6180,72594
1,2017-09-17,147,510,92254
0,2017-09-18,652,1597,71690
1,2017-09-18,572,8108,56026
0,2017-09-19,601,1447,15981
1,2017-09-19,662,5330,32708
0,2017-09-20,98,9423,68619
1,2017-09-20,270,1165,76029
0,2017-09-21,323,2442,80114
1,2017-09-21,694,4164,55944
0,2017-09-22,505,5415,63154
1,2017-09-22,357,9657,86825
0,2017-09-23,800,5175,42916
1,2017-09-23,503,3039,48530
0,2017-09-24,817,3200,86349
1,2017-09-24,887,7257,15459
0,2017-09-25,388,9835,47590
1,2017-09-25,444,9450,46301
0,2017-09-26,668,6855,44904
1,2017-09-26,600,5722,62615
0,2017-09-27,20,1648,63062
1,2017-09-27,787,3047,63786
0,2017-09-28,602,8192,22969
1,2017-09-28,815,203,80134
0,2017-09-29,690,8106,72861
1,2017-09-29,839,7480,53776
0,2017-09-30,379,6608,7465
1,2017-09-30,335,9852,57962
0,2017-10-01,818,6211,35889
1,2017-10-01,213,1905,15154
0,2017-10-02,603,3960,31042
1,2017-10-02,432,8785,81608
0,2017-10-03,917,9048,82900
1,2017-10-03,614,7706,39920
0,2017-10-04,384,4283,97752
1,2017-10-04,413,9916,82743
0,2017-10-05,78,7194,12022
1,2017-10-05,394,1178,28992
0,2017-10-06,886,8277,19906
1,2017-10-06,297,7292,31465
0,2017-10-07,987,3041,64738
1,2017-10-07,994,7931,60017
0,2017-10-08,74,9828,41904
1,2017-10-08,863,8525,56311
0,2017-10-09,738,9219,13332
1,2017-10-09,948,7829,23914
0,2017-10-10,341,238,90492
1,2017-10-10,228,3418,88795
0,2017-10-11,267,2557,40624
1,2017-10-11,107,4932,51098
0,2017-10-12,893,3803,9844
1,2017-10-12,757,4082,20855
0,2017-10-13,251,4101,76579
1,2017-10-13,3,4956,90356
0,2017-10-14,157,6252,44094
1,2017-10-14,745,7129,49193
0,2017-10-15,524,9187,65637
1,2017-10-15,708,4998,89419
0,2017-10-16,646,122,39487
1,2017-10-16,205,1223,48291
0,2017-10-17,219,2611,93430
1,2017-10-17,850,69,53334
0,2017-10-18,928,5323,57191
1,2017-10-18,606,8239,19607
0,2017-10-19,454,7,44754
1,2017-10-19,308,8766,4999
0,2017-10-20,57,6740,82926
1,2017-10-20,798,6366,25353
0,2017-10-21,219,4948,22525
1,2017-10-21,59,9743,21391
0,2017-10-22,806,3481,45828
1,2017-10-22,797,3955,42452
0,2017-10-23,472,6640,47161
1,2017-10-23,658,575,37809
0,2017-10-24,383,5142,776
1,2017-10-24,589,4805,5191
0,2017-10-25,912,3823,73069
1,2017-10-25,688,6912,34268
0,2017-10-26,610,3645,26582
1,2017-10-26,374,2155,14588
0,2017-10-27,393,4315,89060
1,2017-10-27,223,2702,40299
0,2017-10-28,191,5699,60874
1,2017-10-28,233,6253,55833
0,2017-10-29,353,8921,94861
1,2017-10-29,255,6525,57757
0,2017-10-30,411,7121,33640
1,2017-10-30,853,2875,78902
0,2017-10-31,778,9080,22201
1,2017-10-31,945,6,51904
0,2017-11-01,745,1918,69939
1,2017-11-01,351,1531,24727
0,2017-11-02,235,7738,45798
1,2017-11-02,871,6252,73209
0,2017-11-03,183,7735,73830
1,2017-11-03,893,2597,80859
0,2017-11-04,691,1055,31231
1,2017-11-04,583,7882,91421
0,2017-11-05,448,9938,53956
1,2017-11-05,459,9646,20754
0,2017-11-06,454,9062,37448
1,2017-11-06,899,1489,44951
0,2017-11-07,515,1717,79624
1,2017-11-07,924,6508,76604
0,2017-11-08,929,4790,92089
1,2017-11-08,117,7245,20611
0,2017-11-09,82,1582,65397
1,2017-11-09,887,2219,92265
0,2017-11-10,667,5084,83087
1,2017-11-10,845,8982,32341
0,2017-11-11,717,3841,73104
1,2017-11-11,468,9814,34503
0,2017-11-12,477,5431,84389
1,2017-11-12,896,2168,93422
0,2017-11-13,536,5926,94297
1,2017-11-13,96,4676,86495
0,2017-11-14,635,7015,98186
1,2017-11-14,76,4143,4181
0,2017-11-15,655,6726,28055
1,2017-11-15,183,1099,47454
0,2017-11-16,140,9836,23404
1,2017-11-16,832,1992,87773
0,2017-11-17,236,4542,33876
1,2017-11-17,251,5884,80875
0,2017-11-18,403,7645,95082
1,2017-11-18,653,5823,80984
0,2017-11-19,632,856,34966
1,2017-11-19,277,390,79424
0,2017-11-20,455,2052,65684
1,2017-11-20,808,5174,33618
0,2017-11-21,572,915,56692
1,2017-11-21,980,9799,75240
0,2017-11-22,257,1205,18963
1,2017-11-22,888,5317,12772
0,2017-11-23,892,6675,49583
1,2017-11-23,434,6380,59965
0,2017-11-24,266,109,15561
1,2017-11-24,977,4655,35897
0,2017-11-25,326,762,94551
1,2017-11-25,87,9210,51435
0,2017-11-26,165,5636,47393
1,2017-11-26,812,1614,33204
0,2017-11-27,259,8386,7328
1,2017-11-27,728,79,8172
0,2017-11-28,434,2311,71207
1,2017-11-28,633,9537,43161
0,2017-11-29,759,4647,26263
1,2017-11-29,691,992,94050
0,2017-11-30,125,8290,70931
1,2017-11-30,941,7445,2402
0,2017-12-01,185,9858,7818
1,2017-12-01,310,8160,95111
0,2017-12-02,298,2441,89937
1,2017-12-02,425,3292,52782
0,2017-12-03,663,7424,9398
1,2017-12-03,444,3882,66420
0,2017-12-04,477,976,26491
1,2017-12-04,230,8867,2698
0,2017-12-05,800,6342,16221
1,2017-12-05,129,9802,44088
0,2017-12-06,241,944,73116
1,2017-12-06,369,353,32367
0,2017-12-07,909,6717,29584
1,2017-12-07,650,9993,86630
0,2017-12-08,415,4140,90318
1,2017-12-08,952,5385,30058
0,2017-12-09,991,1842,88132
1,2017-12-09,573,4744,2088
0,2017-12-10,336,5389,20210
1,2017-12-10,373,3341,71600
0,2017-12-11,331,4152,33713
1,2017-12-11,338,7517,562
0,2017-12-12,149,3496,22318
1,2017-12-12,232,2622,69185
0,2017-12-13,110,4816,79083
1,2017-12-13,121,7152,86471
0,2017-12-14,285,6974,18889
1,2017-12-14,450,2879,94684
0,2017-12-15,265,6271,94126
1,2017-12-15,772,7336,69658
0,2017-12-16,440,2616,2704
1,2017-12-16,176,7292,10835
0,2017-12-17,158,4210,16632
1,2017-12-17,494,9037,65628
0,2017-12-18,395,104,13250
1,2017-12-18,667,8970,16106
0,2017-12-19,697,7937,27014
1,2017-12-19,147,2709,46520
0,2017-12-20,873,6135,71736
1,2017-12-20,166,226,23935
0,2017-12-21,955,5718,76590
1,2017-12-21,88,2754,3011
0,2017-12-22,492,3569,108
1,2017-12-22,829,1512,73901
0,2017-12-23,29,2992,476
1,2017-12-23,928,2007,80392
0,2017-12-24,424,8429,5464
1,2017-12-24,670,5602,51320
0,2017-12-25,551,3128,34229
1,2017-12-25,44,7112,27785
0,2017-12-26,475,590,50028
1,2017-12-26,115,2108,80486
0,2017-12-27,584,5648,39656
1,2017-12-27,132,7746,41669
0,2017-12-28,989,7968,7984
1,2017-12-28,903,2325,44883
0,2017-12-29,406,6866,70172
1,2017-12-29,895,2194,24996
0,2017-12-30,835,5135,49503
1,2017-12-30,302,5030,49721
0,2017-12-31,374,1381,34265
1,2017-12-31,712,2334,67806
0,2016-01-01,594,4547,79735
1,2016-01-01,988,9775,41624
0,2016-01-02,163,4100,5681
1,2016-01-02,727,6249,97032
0,2016-01-03,414,6767,5616
1,2016-01-03,35,441,63026
0,2016-01-04,925,4680,45091
1,2016-01-04,628,8823,74712
0,2016-01-05,299,1402,99247
1,2016-01-05,136,2094,20536
0,2016-01-06,521,197,79123
1,2016-01-06,762,5090,62928
0,2016-01-07,707,2170,66307
1,2016-01-07,216,4466,73464
0,2016-01-08,439,6452,96696
1,2016-01-08,658,6820,95592
0,2016-01-09,662,1714,508
1,2016-01-09,501,8766,79581
0,2016-01-10,314,9459,64091
1,2016-01-10,546,1718,37430
0,2016-01-11,724,8523,70608
1,2016-01-11,270,5280,68291
0,2016-01-12,597,9495,40427
1,2016-01-12,503,2808,92256
0,2016-01-13,977,4747,83007
1,2016-01-13,294,9409,79013
0,2016-01-14,640,8975,81135
1,2016-01-14,176,2716,38780
0,2016-01-15,405,5179,54250
1,2016-01-15,563,5469,7942
0,2016-01-16,600,8258,50830
1,2016-01-16,635,2225,19199
0,2016-01-17,899,2283,83190
1,2016-01-17,749,4789,60752
0,2016-01-18,614,9763,91548
1,2016-01-18,775,3403,55838
0,2016-01-19,280,3809,848
1,2016-01-19,297,4621,1069
0,2016-01-20,443,4827,64015
1,2016-01-20,696,6693,1136
0,2016-01-21,158,7327,13426
1,2016-01-21,931,8374,91755
0,2016-01-22,780,7600,70311
1,2016-01-22,978,4491,99948
0,2016-01-23,888,6708,41608
1,2016-01-23,88,3275,57944
0,2016-01-24,294,9079,29544
1,2016-01-24,187,3521,72443
0,2016-01-25,18,524,4544
1,2016-01-25,926,8674,11383
0,2016-01-26,777,5517,98611
1,2016-01-26,103,3549,90690
0,2016-01-27,870,3124,69089
1,2016-01-27,73,7503,6833
0,2016-01-28,125,949,82970
1,2016-01-28,421,8178,46613
0,2016-01-29,556,4272,45082
1,2016-01-29,472,9753,53924
0,2016-01-30,631,9685,49155
1,2016-01-30,856,5133,40976
0,2016-01-31,994,4245,39999
1,2016-01-31,163,1521,75377
0,2016-02-01,437,130,57120
1,2016-02-01,505,2796,862
0,2016-02-02,462,453,50757
1,2016-02-02,269,8121,98
0,2016-02-03,558,1010,7938
1,2016-02-03,733,6307,14978
0,2016-02-04,863,7573,40654
1,2016-02-04,374,4903,76214
0,2016-02-05,989,3889,8969
1,2016-02-05,314,6686,91501
0,2016-02-06,90,8110,79525
1,2016-02-06,780,4689,28309
0,2016-02-07,895,9341,91604
1,2016-02-07,85,9089,15215
0,2016-02-08,126,414,30193
1,2016-02-08,38,6985,83636
0,2016-02-09,38,7591,35028
1,2016-02-09,954,1269,46331
0,2016-02-10,496,9592,10442
1,2016-02-10,639,1190,18878
0,2016-02-11,886,1626,35
1,2016-02-11,202,9208,4591
0,2016-02-12,209,5758,231
1,2016-02-12,700,1253,4407
0,2016-02-13,143,5520,89425
1,2016-02-13,346,851,92684
0,2016-02-14,136,2962,32644
1,2016-02-14,586,1278,59558
0,2016-02-15,554,1798,3211
1,2016-02-15,321,8395,47033
0,2016-02-16,638,9113,29528
1,2016-02-16,790,5115,9284
0,2016-02-17,808,3225,96234
1,2016-02-17,267,8105,23003
0,2016-02-18,400,6639,8219
1,2016-02-18,933,9852,94660
0,2016-02-19,139,9225,10840
1,2016-02-19,964,1300,51070
0,2016-02-20,128,3842,74918
1,2016-02-20,790,2925,51585
0,2016-02-21,427,1262,97192
1,2016-02-21,728,7569,37637
0,2016-02-22,386,447,15290
1,2016-02-22,21,2614,4864
0,2016-02-23,593,2548,8268
1,2016-02-23,58,6596,37585
0,2016-02-24,226,3120,14484
1,2016-02-24,122,7779,69085
0,2016-02-25,820,9181,77360
1,2016-02-25,628,9861,24687
0,2016-02-26,836,2725,71447
1,2016-02-26,25,2591,7042
0,2016-02-27,436,5276,85437
1,2016-02-27,471,2491,89244
0,2016-02-28,187,2713,54416
1,2016-02-28,632,6829,55003
0,2016-02-29,2,4077,98152
1,2016-02-29,133,4260,80210
0,2016-03-01,799,9794,6262
1,2016-03-01,514,3423,16890
0,2016-03-02,666,9981,71604
1,2016-03-02,894,999,65239
0,2016-03-03,344,3001,52733
1,2016-03-03,453,9409,93036
0,2016-03-04,662,804,1967
1,2016-03-04,130,681,19260
0,2016-03-05,112,9973,31990
1,2016-03-05,500,8091,93293
0,2016-03-06,59,1968,50705
1,2016-03-06,770,2361,61744
0,2016-03-07,44,6296,22567
1,2016-03-07,328,5766,94007
0,2016-03-08,978,4029,89822
1,2016-03-08,108,3194,28377
0,2016-03-09,998,6516,94446
1,2016-03-09,144,1811,14093
0,2016-03-10,169,3841,96519
1,2016-03-10,196,7728,83453
0,2016-03-11,631,7282,60249
1,2016-03-11,985,578,94282
0,2016-03-12,344,5973,73494
1,2016-03-12,355,7897,76847
0,2016-03-13,977,4451,69141
1,2016-03-13,111,3493,49639
0,2016-03-14,290,324,93786
1,2016-03-14,535,8807,31588
0,2016-03-15,291,8237,82616
1,2016-03-15,473,4095,71446
0,2016-03-16,251,5664,82815
1,2016-03-16,661,9768,34020
0,2016-03-17,559,2862,96686
1,2016-03-17,786,7891,63284
0,2016-03-18,974,3970,72821
1,2016-03-18,542,7623,97723
0,2016-03-19,346,2032,15293
1,2016-03-19,261,421,30894
0,2016-03-20,525,6522,57729
1,2016-03-20,372,2681,4514
0,2016-03-21,117,5404,92287
1,2016-03-21,514,5815,83738
0,2016-03-22,235,7679,34962
1,2016-03-22,120,4710,37055
0,2016-03-23,11,8567,23279
1,2016-03-23,691,5257,20053
0,2016-03-24,628,3415,66452
1,2016-03-24,345,827,66048
0,2016-03-25,904,963,65886
1,2016-03-25,657,5106,83530
0,2016-03-26,504,9671,46985
1,2016-03-26,610,4818,34093
0,2016-03-27,528,6514,47676
1,2016-03-27,288,9178,89108
0,2016-03-28,357,4542,69667
1,2016-03-28,139,3894,31450
0,2016-03-29,935,9390,40932
1,2016-03-29,924,2210,95437
0,2016-03-30,713,8721,85452
1,2016-03-30,774,1363,15083
0,2016-03-31,760,6075,15828
1,2016-03-31,842,4786,54859
0,2016-04-01,886,3491,52950
1,2016-04-01,110,6185,26314
0,2016-04-02,96,8995,73167
1,2016-04-02,898,1632,59504
0,2016-04-03,160,5236,98644
1,2016-04-03,801,9783,34455
0,2016-04-04,883,4004,66486
1,2016-04-04,915,7423,88164
0,2016-04-05,554,2034,42489
1,2016-04-05,218,9081,35736
0,2016-04-06,414,9702,18527
1,2016-04-06,478,9927,32692
0,2016-04-07,49,5385,54177
1,2016-04-07,792,9260,93220
0,2016-04-08,412,593,9382
1,2016-04-08,516,5413,24809
0,2016-04-09,963,3578,78695
1,2016-04-09,340,2041,43573
0,2016-04-10,203,8953,54897
1,2016-04-10,431,6183,72125
0,2016-04-11,351,2900,48539
1,2016-04-11,545,798,43347
0,2016-04-12,929,7279,35839
1,2016-04-12,403,4541,11843
0,2016-04-13,187,1969,17111
1,2016-04-13,221,5671,43328
0,2016-04-14,490,7489,11833
1,2016-04-14,264,717,32060
0,2016-04-15,453,2087,54627
1,2016-04-15,25,8238,56334
0,2016-04-16,633,1436,92472
1,2016-04-16,760,101,92837
0,2016-04-17,37,8703,39432
1,2016-04-17,848,3858,15567
0,2016-04-18,973,3380,40774
1,2016-04-18,961,6671,44714
0,2016-04-19,793,4520,31274
1,2016-04-19,954,8286,8369
0,2016-04-20,119,8945,21785
1,2016-04-20,235,2778,30007
0,2016-04-21,929,7074,97983
1,2016-04-21,522,1233,91775
0,2016-04-22,823,1835,12972
1,2016-04-22,675,7183,3057
0,2016-04-23,350,8759,55605
1,2016-04-23,82,7604,98877
0,2016-04-24,246,6814,19902
1,2016-04-24,199,830,86783
0,2016-04-25,810,1686,24850
1,2016-04-25,378,8743,54888
0,2016-04-26,282,8322,63433
1,2016-04-26,220,8972,28129
0,2016-04-27,80,9572,41047
1,2016-04-27,550,1440,48963
0,2016-04-28,93,6342,95613
1,2016-04-28,192,928,92697
0,2016-04-29,523,1425,56206
1,2016-04-29,863,8824,93005
0,2016-04-30,58,1849,30098
1,2016-04-30,599,2227,27561
0,2016-05-01,668,9190,56050
1,2016-05-01,888,5549,10088
0,2016-05-02,785,5357,92256
1,2016-05-02,617,8231,63307
0,2016-05-03,648,9330,37241
1,2016-05-03,925,7155,9950
0,2016-05-04,610,3358,53920
1,2016-05-04,161,7735,17520
0,2016-05-05,62,5040,95840
1,2016-05-05,685,6022,16671
0,2016-05-06,689,1435,12706
1,2016-05-06,43,9419,25025
0,2016-05-07,321,6679,20053
1,2016-05-07,882,5138,59900
0,2016-05-08,302,6950,40971
1,2016-05-08,372,1465,62373
0,2016-05-09,251,3503,8835
1,2016-05-09,587,6754,48371
0,2016-05-10,283,3930,71763
1,2016-05-10,937,5873,37812
0,2016-05-11,304,368,14707
1,2016-05-11,639,2741,41343
0,2016-05-12,84,6617,97844
1,2016-05-12,34,2476,37265
0,2016-05-13,102,5750,25908
1,2016-05-13,67,6823,67953
0,2016-05-14,664,893,53889
1,2016-05-14,541,8342,72912
0,2016-05-15,149,816,79138
1,2016-05-15,138,75,41974
0,2016-05-16,335,4702,85965
1,2016-05-16,746,6900,20101
0,2016-05-17,282,2100,13728
1,2016-05-17,299,3390,66473
0,2016-05-18,415,423,36448
1,2016-05-18,745,397,97317
0,2016-05-19,337,7220,20045
1,2016-05-19,863,7473,12703
0,2016-05-20,878,4890,76964
1,2016-05-20,550,5473,40932
0,2016-05-21,63,2772,68849
1,2016-05-21,582,4402,63708
0,2016-05-22,64,549,72502
1,2016-05-22,947,9435,39248
0,2016-05-23,205,7727,83402
1,2016-05-23,697,7739,13435
0,2016-05-24,223,9903,96555
1,2016-05-24,885,7121,78807
0,2016-05-25,329,9974,22911
