Draw,Date,Pick3,Date_Delta
1,2017-05-23,535,2334.0
0,2017-05-24,678,2335.0
1,2017-05-24,548,2335.0
0,2017-05-25,841,2336.0
1,2017-05-25,560,2336.0
0,2017-05-26,226,2337.0
1,2017-05-26,16,2337.0
0,2017-05-27,647,2338.0
1,2017-05-27,866,2338.0
0,2017-05-28,353,2339.0
1,2017-05-28,183,2339.0
0,2017-05-29,643,2340.0
1,2017-05-29,772,2340.0
0,2017-05-30,489,2341.0
1,2017-05-30,22,2341.0
0,2017-05-31,510,2342.0
1,2017-05-31,331,2342.0
0,2017-06-01,657,2343.0
1,2017-06-01,935,2343.0
0,2017-06-02,596,2344.0
1,2017-06-02,954,2344.0
0,2017-06-03,576,2345.0
1,2017-06-03,807,2345.0
0,2017-06-04,488,2346.0
1,2017-06-04,26,2346.0
0,2017-06-05,697,2347.0
1,2017-06-05,45,2347.0
0,2017-06-06,132,2348.0
1,2017-06-06,266,2348.0
0,2017-06-07,37,2349.0
1,2017-06-07,500,2349.0
0,2017-06-08,302,2350.0
1,2017-06-08,195,2350.0
0,2017-06-09,683,2351.0
1,2017-06-09,234,2351.0
0,2017-06-10,558,2352.0
1,2017-06-10,597,2352.0
0,2017-06-11,631,2353.0
1,2017-06-11,145,2353.0
0,2017-06-12,501,2354.0
1,2017-06-12,801,2354.0
0,2017-06-13,629,2355.0
1,2017-06-13,921,2355.0
0,2017-06-14,478,2356.0
1,2017-06-14,852,2356.0
0,2017-06-15,730,2357.0
1,2017-06-15,804,2357.0
0,2017-06-16,158,2358.0
1,2017-06-16,834,2358.0
0,2017-06-17,70,2359.0
1,2017-06-17,273,2359.0
0,2017-06-18,390,2360.0
1,2017-06-18,103,2360.0
0,2017-06-19,556,2361.0
1,2017-06-19,829,2361.0
0,2017-06-20,229,2362.0
1,2017-06-20,747,2362.0
0,2017-06-21,63,2363.0
1,2017-06-21,695,2363.0
0,2017-06-22,509,2364.0
1,2017-06-22,263,2364.0
0,2017-06-23,5,2365.0
1,2017-06-23,707,2365.0
0,2017-06-24,454,2366.0
1,2017-06-24,428,2366.0
0,2017-06-25,100,2367.0
1,2017-06-25,247,2367.0
0,2017-06-26,69,2368.0
1,2017-06-26,958,2368.0
0,2017-06-27,900,2369.0
1,2017-06-27,234,2369.0
0,2017-06-28,397,2370.0
1,2017-06-28,828,2370.0
0,2017-06-29,405,2371.0
1,2017-06-29,537,2371.0
0,2017-06-30,613,2372.0
1,2017-06-30,550,2372.0
0,2017-07-01,795,2373.0
1,2017-07-01,556,2373.0
0,2017-07-02,727,2374.0
1,2017-07-02,71,2374.0
0,2017-07-03,255,2375.0
1,2017-07-03,686,2375.0
0,2017-07-04,350,2376.0
1,2017-07-04,352,2376.0
0,2017-07-05,973,2377.0
1,2017-07-05,936,2377.0
0,2017-07-06,928,2378.0
1,2017-07-06,125,2378.0
0,2017-07-07,319,2379.0
1,2017-07-07,232,2379.0
0,2017-07-08,924,2380.0
1,2017-07-08,422,2380.0
0,2017-07-09,125,2381.0
1,2017-07-09,171,2381.0
0,2017-07-10,80,2382.0
1,2017-07-10,359,2382.0
0,2017-07-11,408,2383.0
1,2017-07-11,485,2383.0
0,2017-07-12,186,2384.0
1,2017-07-12,303,2384.0
0,2017-07-13,319,2385.0
1,2017-07-13,387,2385.0
0,2017-07-14,157,2386.0
1,2017-07-14,969,2386.0
0,2017-07-15,10,2387.0
1,2017-07-15,498,2387.0
0,2017-07-16,130,2388.0
1,2017-07-16,435,2388.0
0,2017-07-17,602,2389.0
1,2017-07-17,734,2389.0
0,2017-07-18,723,2390.0
1,2017-07-18,625,2390.0
0,2017-07-19,337,2391.0
1,2017-07-19,350,2391.0
0,2017-07-20,175,2392.0
1,2017-07-20,754,2392.0
0,2017-07-21,18,2393.0
1,2017-07-21,563,2393.0
0,2017-07-22,392,2394.0
1,2017-07-22,93,2394.0
0,2017-07-23,403,2395.0
1,2017-07-23,618,2395.0
0,2017-07-24,296,2396.0
1,2017-07-24,880,2396.0
0,2017-07-25,228,2397.0
1,2017-07-25,281,2397.0
0,2017-07-26,76,2398.0
1,2017-07-26,856,2398.0
0,2017-07-27,474,2399.0
1,2017-07-27,651,2399.0
0,2017-07-28,495,2400.0
1,2017-07-28,258,2400.0
0,2017-07-29,452,2401.0
1,2017-07-29,408,2401.0
0,2017-07-30,177,2402.0
1,2017-07-30,25,2402.0
0,2017-07-31,361,2403.0
1,2017-07-31,523,2403.0
0,2017-08-01,658,2404.0
1,2017-08-01,366,2404.0
0,2017-08-02,298,2405.0
1,2017-08-02,212,2405.0
0,2017-08-03,590,2406.0
1,2017-08-03,157,2406.0
0,2017-08-04,670,2407.0
1,2017-08-04,187,2407.0
0,2017-08-05,195,2408.0
1,2017-08-05,742,2408.0
0,2017-08-06,150,2409.0
1,2017-08-06,679,2409.0
0,2017-08-07,482,2410.0
1,2017-08-07,605,2410.0
0,2017-08-08,539,2411.0
1,2017-08-08,390,2411.0
0,2017-08-09,628,2412.0
1,2017-08-09,567,2412.0
0,2017-08-10,945,2413.0
1,2017-08-10,825,2413.0
0,2017-08-11,820,2414.0
1,2017-08-11,140,2414.0
0,2017-08-12,931,2415.0
1,2017-08-12,461,2415.0
0,2017-08-13,733,2416.0
1,2017-08-13,567,2416.0
0,2017-08-14,912,2417.0
1,2017-08-14,445,2417.0
0,2017-08-15,205,2418.0
1,2017-08-15,249,2418.0
0,2017-08-16,200,2419.0
1,2017-08-16,941,2419.0
0,2017-08-17,666,2420.0
1,2017-08-17,785,2420.0
0,2017-08-18,954,2421.0
1,2017-08-18,265,2421.0
0,2017-08-19,797,2422.0
1,2017-08-19,230,2422.0
0,2017-08-20,601,2423.0
1,2017-08-20,630,2423.0
0,2017-08-21,220,2424.0
1,2017-08-21,750,2424.0
0,2017-08-22,148,2425.0
1,2017-08-22,500,2425.0
0,2017-08-23,30,2426.0
1,2017-08-23,989,2426.0
0,2017-08-24,266,2427.0
1,2017-08-24,388,2427.0
0,2017-08-25,106,2428.0
1,2017-08-25,995,2428.0
0,2017-08-26,254,2429.0
1,2017-08-26,930,2429.0
0,2017-08-27,470,2430.0
1,2017-08-27,79,2430.0
0,2017-08-28,684,2431.0
1,2017-08-28,608,2431.0
0,2017-08-29,510,2432.0
1,2017-08-29,784,2432.0
0,2017-08-30,557,2433.0
1,2017-08-30,163,2433.0
0,2017-08-31,180,2434.0
1,2017-08-31,294,2434.0
0,2017-09-01,161,2435.0
1,2017-09-01,169,2435.0
0,2017-09-02,706,2436.0
1,2017-09-02,321,2436.0
0,2017-09-03,395,2437.0
1,2017-09-03,923,2437.0
0,2017-09-04,769,2438.0
1,2017-09-04,123,2438.0
0,2017-09-05,286,2439.0
1,2017-09-05,804,2439.0
0,2017-09-06,374,2440.0
1,2017-09-06,305,2440.0
0,2017-09-07,639,2441.0
1,2017-09-07,103,2441.0
0,2017-09-08,700,2442.0
1,2017-09-08,225,2442.0
0,2017-09-09,615,2443.0
1,2017-09-09,962,2443.0
0,2017-09-10,352,2444.0
1,2017-09-10,131,2444.0
0,2017-09-11,412,2445.0
1,2017-09-11,29,2445.0
0,2017-09-12,207,2446.0
1,2017-09-12,564,2446.0
0,2017-09-13,907,2447.0
1,2017-09-13,133,2447.0
0,2017-09-14,337,2448.0
1,2017-09-14,495,2448.0
0,2017-09-15,532,2449.0
1,2017-09-15,411,2449.0
0,2017-09-16,276,2450.0
1,2017-09-16,889,2450.0
0,2017-09-17,170,2451.0
1,2017-09-17,147,2451.0
0,2017-09-18,652,2452.0
1,2017-09-18,572,2452.0
0,2017-09-19,601,2453.0
1,2017-09-19,662,2453.0
0,2017-09-20,98,2454.0
1,2017-09-20,270,2454.0
0,2017-09-21,323,2455.0
1,2017-09-21,694,2455.0
0,2017-09-22,505,2456.0
1,2017-09-22,357,2456.0
0,2017-09-23,800,2457.0
1,2017-09-23,503,2457.0
0,2017-09-24,817,2458.0
1,2017-09-24,887,2458.0
0,2017-09-25,388,2459.0
1,2017-09-25,444,2459.0
0,2017-09-26,668,2460.0
1,2017-09-26,600,2460.0
0,2017-09-27,20,2461.0
1,2017-09-27,787,2461.0
0,2017-09-28,602,2462.0
1,2017-09-28,815,2462.0
0,2017-09-29,690,2463.0
1,2017-09-29,839,2463.0
0,2017-09-30,379,2464.0
1,2017-09-30,335,2464.0
0,2017-10-01,818,2465.0
1,2017-10-01,213,2465.0
0,2017-10-02,603,2466.0
1,2017-10-02,432,2466.0
0,2017-10-03,917,2467.0
1,2017-10-03,614,2467.0
0,2017-10-04,384,2468.0
1,2017-10-04,413,2468.0
0,2017-10-05,78,2469.0
1,2017-10-05,394,2469.0
0,2017-10-06,886,2470.0
1,2017-10-06,297,2470.0
0,2017-10-07,987,2471.0
1,2017-10-07,994,2471.0
0,2017-10-08,74,2472.0
1,2017-10-08,863,2472.0
0,2017-10-09,738,2473.0
1,2017-10-09,948,2473.0
0,2017-10-10,341,2474.0
1,2017-10-10,228,2474.0
0,2017-10-11,267,2475.0
1,2017-10-11,107,2475.0
0,2017-10-12,893,2476.0
1,2017-10-12,757,2476.0
0,2017-10-13,251,2477.0
1,2017-10-13,3,2477.0
0,2017-10-14,157,2478.0
1,2017-10-14,745,2478.0
0,2017-10-15,524,2479.0
1,2017-10-15,708,2479.0
0,2017-10-16,646,2480.0
1,2017-10-16,205,2480.0
0,2017-10-17,219,2481.0
1,2017-10-17,850,2481.0
0,2017-10-18,928,2482.0
1,2017-10-18,606,2482.0
0,2017-10-19,454,2483.0
1,2017-10-19,308,2483.0
0,2017-10-20,57,2484.0
1,2017-10-20,798,2484.0
0,2017-10-21,219,2485.0
1,2017-10-21,59,2485.0
0,2017-10-22,806,2486.0
1,2017-10-22,797,2486.0
0,2017-10-23,472,2487.0
1,2017-10-23,658,2487.0
0,2017-10-24,383,2488.0
1,2017-10-24,589,2488.0
0,2017-10-25,912,2489.0
1,2017-10-25,688,2489.0
0,2017-10-26,610,2490.0
1,2017-10-26,374,2490.0
0,2017-10-27,393,2491.0
1,2017-10-27,223,2491.0
0,2017-10-28,191,2492.0
1,2017-10-28,233,2492.0
0,2017-10-29,353,2493.0
1,2017-10-29,255,2493.0
0,2017-10-30,411,2494.0
1,2017-10-30,853,2494.0
0,2017-10-31,778,2495.0
1,2017-10-31,945,2495.0
0,2017-11-01,745,2496.0
1,2017-11-01,351,2496.0
0,2017-11-02,235,2497.0
1,2017-11-02,871,2497.0
0,2017-11-03,183,2498.0
1,2017-11-03,893,2498.0
0,2017-11-04,691,2499.0
1,2017-11-04,583,2499.0
0,2017-11-05,448,2500.0
1,2017-11-05,459,2500.0
0,2017-11-06,454,2501.0
1,2017-11-06,899,2501.0
0,2017-11-07,515,2502.0
1,2017-11-07,924,2502.0
0,2017-11-08,929,2503.0
1,2017-11-08,117,2503.0
0,2017-11-09,82,2504.0
1,2017-11-09,887,2504.0
0,2017-11-10,667,2505.0
1,2017-11-10,845,2505.0
0,2017-11-11,717,2506.0
1,2017-11-11,468,2506.0
0,2017-11-12,477,2507.0
1,2017-11-12,896,2507.0
0,2017-11-13,536,2508.0
1,2017-11-13,96,2508.0
0,2017-11-14,635,2509.0
1,2017-11-14,76,2509.0
0,2017-11-15,655,2510.0
1,2017-11-15,183,2510.0
0,2017-11-16,140,2511.0
1,2017-11-16,832,2511.0
0,2017-11-17,236,2512.0
1,2017-11-17,251,2512.0
0,2017-11-18,403,2513.0
1,2017-11-18,653,2513.0
0,2017-11-19,632,2514.0
1,2017-11-19,277,2514.0
0,2017-11-20,455,2515.0
1,2017-11-20,808,2515.0
0,2017-11-21,572,2516.0
1,2017-11-21,980,2516.0
0,2017-11-22,257,2517.0
1,2017-11-22,888,2517.0
0,2017-11-23,892,2518.0
1,2017-11-23,434,2518.0
0,2017-11-24,266,2519.0
1,2017-11-24,977,2519.0
0,2017-11-25,326,2520.0
1,2017-11-25,87,2520.0
0,2017-11-26,165,2521.0
1,2017-11-26,812,2521.0
0,2017-11-27,259,2522.0
1,2017-11-27,728,2522.0
0,2017-11-28,434,2523.0
1,2017-11-28,633,2523.0
0,2017-11-29,759,2524.0
1,2017-11-29,691,2524.0
0,2017-11-30,125,2525.0
1,2017-11-30,941,2525.0
0,2017-12-01,185,2526.0
1,2017-12-01,310,2526.0
0,2017-12-02,298,2527.0
1,2017-12-02,425,2527.0
0,2017-12-03,663,2528.0
1,2017-12-03,444,2528.0
0,2017-12-04,477,2529.0
1,2017-12-04,230,2529.0
0,2017-12-05,800,2530.0
1,2017-12-05,129,2530.0
0,2017-12-06,241,2531.0
1,2017-12-06,369,2531.0
0,2017-12-07,909,2532.0
1,2017-12-07,650,2532.0
0,2017-12-08,415,2533.0
1,2017-12-08,952,2533.0
0,2017-12-09,991,2534.0
1,2017-12-09,573,2534.0
0,2017-12-10,336,2535.0
1,2017-12-10,373,2535.0
0,2017-12-11,331,2536.0
1,2017-12-11,338,2536.0
0,2017-12-12,149,2537.0
1,2017-12-12,232,2537.0
0,2017-12-13,110,2538.0
1,2017-12-13,121,2538.0
0,2017-12-14,285,2539.0
1,2017-12-14,450,2539.0
0,2017-12-15,265,2540.0
1,2017-12-15,772,2540.0
0,2017-12-16,440,2541.0
1,2017-12-16,176,2541.0
0,2017-12-17,158,2542.0
1,2017-12-17,494,2542.0
0,2017-12-18,395,2543.0
1,2017-12-18,667,2543.0
0,2017-12-19,697,2544.0
1,2017-12-19,147,2544.0
0,2017-12-20,873,2545.0
1,2017-12-20,166,2545.0
0,2017-12-21,955,2546.0
1,2017-12-21,88,2546.0
0,2017-12-22,492,2547.0
1,2017-12-22,829,2547.0
0,2017-12-23,29,2548.0
1,2017-12-23,928,2548.0
0,2017-12-24,424,2549.0
1,2017-12-24,670,2549.0
0,2017-12-25,551,2550.0
1,2017-12-25,44,2550.0
0,2017-12-26,475,2551.0
1,2017-12-26,115,2551.0
0,2017-12-27,584,2552.0
1,2017-12-27,132,2552.0
0,2017-12-28,989,2553.0
1,2017-12-28,903,2553.0
0,2017-12-29,406,2554.0
1,2017-12-29,895,2554.0
0,2017-12-30,835,2555.0
1,2017-12-30,302,2555.0
0,2017-12-31,374,2556.0
1,2017-12-31,712,2556.0
0,2016-01-01,594,1826.0
1,2016-01-01,988,1826.0
0,2016-01-02,163,1827.0
1,2016-01-02,727,1827.0
0,2016-01-03,414,1828.0
1,2016-01-03,35,1828.0
0,2016-01-04,925,1829.0
1,2016-01-04,628,1829.0
0,2016-01-05,299,1830.0
1,2016-01-05,136,1830.0
0,2016-01-06,521,1831.0
1,2016-01-06,762,1831.0
0,2016-01-07,707,1832.0
1,2016-01-07,216,1832.0
0,2016-01-08,439,1833.0
1,2016-01-08,658,1833.0
0,2016-01-09,662,1834.0
1,2016-01-09,501,1834.0
0,2016-01-10,314,1835.0
1,2016-01-10,546,1835.0
0,2016-01-11,724,1836.0
1,2016-01-11,270,1836.0
0,2016-01-12,597,1837.0
1,2016-01-12,503,1837.0
0,2016-01-13,977,1838.0
1,2016-01-13,294,1838.0
0,2016-01-14,640,1839.0
1,2016-01-14,176,1839.0
0,2016-01-15,405,1840.0
1,2016-01-15,563,1840.0
0,2016-01-16,600,1841.0
1,2016-01-16,635,1841.0
0,2016-01-17,899,1842.0
1,2016-01-17,749,1842.0
0,2016-01-18,614,1843.0
1,2016-01-18,775,1843.0
0,2016-01-19,280,1844.0
1,2016-01-19,297,1844.0
0,2016-01-20,443,1845.0
1,2016-01-20,696,1845.0
0,2016-01-21,158,1846.0
1,2016-01-21,931,1846.0
0,2016-01-22,780,1847.0
1,2016-01-22,978,1847.0
0,2016-01-23,888,1848.0
1,2016-01-23,88,1848.0
0,2016-01-24,294,1849.0
1,2016-01-24,187,1849.0
0,2016-01-25,18,1850.0
1,2016-01-25,926,1850.0
0,2016-01-26,777,1851.0
1,2016-01-26,103,1851.0
0,2016-01-27,870,1852.0
1,2016-01-27,73,1852.0
0,2016-01-28,125,1853.0
1,2016-01-28,421,1853.0
0,2016-01-29,556,1854.0
1,2016-01-29,472,1854.0
0,2016-01-30,631,1855.0
1,2016-01-30,856,1855.0
0,2016-01-31,994,1856.0
1,2016-01-31,163,1856.0
0,2016-02-01,437,1857.0
1,2016-02-01,505,1857.0
0,2016-02-02,462,1858.0
1,2016-02-02,269,1858.0
0,2016-02-03,558,1859.0
1,2016-02-03,733,1859.0
0,2016-02-04,863,1860.0
1,2016-02-04,374,1860.0
0,2016-02-05,989,1861.0
1,2016-02-05,314,1861.0
0,2016-02-06,90,1862.0
1,2016-02-06,780,1862.0
0,2016-02-07,895,1863.0
1,2016-02-07,85,1863.0
0,2016-02-08,126,1864.0
1,2016-02-08,38,1864.0
0,2016-02-09,38,1865.0
1,2016-02-09,954,1865.0
0,2016-02-10,496,1866.0
1,2016-02-10,639,1866.0
0,2016-02-11,886,1867.0
1,2016-02-11,202,1867.0
0,2016-02-12,209,1868.0
1,2016-02-12,700,1868.0
0,2016-02-13,143,1869.0
1,2016-02-13,346,1869.0
0,2016-02-14,136,1870.0
1,2016-02-14,586,1870.0
0,2016-02-15,554,1871.0
1,2016-02-15,321,1871.0
0,2016-02-16,638,1872.0
1,2016-02-16,790,1872.0
0,2016-02-17,808,1873.0
1,2016-02-17,267,1873.0
0,2016-02-18,400,1874.0
1,2016-02-18,933,1874.0
0,2016-02-19,139,1875.0
1,2016-02-19,964,1875.0
0,2016-02-20,128,1876.0
1,2016-02-20,790,1876.0
0,2016-02-21,427,1877.0
1,2016-02-21,728,1877.0
0,2016-02-22,386,1878.0
1,2016-02-22,21,1878.0
0,2016-02-23,593,1879.0
1,2016-02-23,58,1879.0
0,2016-02-24,226,1880.0
1,2016-02-24,122,1880.0
0,2016-02-25,820,1881.0
1,2016-02-25,628,1881.0
0,2016-02-26,836,1882.0
1,2016-02-26,25,1882.0
0,2016-02-27,436,1883.0
1,2016-02-27,471,1883.0
0,2016-02-28,187,1884.0
1,2016-02-28,632,1884.0
0,2016-02-29,2,1885.0
1,2016-02-29,133,1885.0
0,2016-03-01,799,1886.0
1,2016-03-01,514,1886.0
0,2016-03-02,666,1887.0
1,2016-03-02,894,1887.0
0,2016-03-03,344,1888.0
1,2016-03-03,453,1888.0
0,2016-03-04,662,1889.0
1,2016-03-04,130,1889.0
0,2016-03-05,112,1890.0
1,2016-03-05,500,1890.0
0,2016-03-06,59,1891.0
1,2016-03-06,770,1891.0
0,2016-03-07,44,1892.0
1,2016-03-07,328,1892.0
0,2016-03-08,978,1893.0
1,2016-03-08,108,1893.0
0,2016-03-09,998,1894.0
1,2016-03-09,144,1894.0
0,2016-03-10,169,1895.0
1,2016-03-10,196,1895.0
0,2016-03-11,631,1896.0
1,2016-03-11,985,1896.0
0,2016-03-12,344,1897.0
1,2016-03-12,355,1897.0
0,2016-03-13,977,1898.0
1,2016-03-13,111,1898.0
0,2016-03-14,290,1899.0
1,2016-03-14,535,1899.0
0,2016-03-15,291,1900.0
1,2016-03-15,473,1900.0
0,2016-03-16,251,1901.0
1,2016-03-16,661,1901.0
0,2016-03-17,559,1902.0
1,2016-03-17,786,1902.0
0,2016-03-18,974,1903.0
1,2016-03-18,542,1903.0
0,2016-03-19,346,1904.0
1,2016-03-19,261,1904.0
0,2016-03-20,525,1905.0
1,2016-03-20,372,1905.0
0,2016-03-21,117,1906.0
1,2016-03-21,514,1906.0
0,2016-03-22,235,1907.0
1,2016-03-22,120,1907.0
0,2016-03-23,11,1908.0
1,2016-03-23,691,1908.0
0,2016-03-24,628,1909.0
1,2016-03-24,345,1909.0
0,2016-03-25,904,1910.0
1,2016-03-25,657,1910.0
0,2016-03-26,504,1911.0
1,2016-03-26,610,1911.0
0,2016-03-27,528,1912.0
1,2016-03-27,288,1912.0
0,2016-03-28,357,1913.0
1,2016-03-28,139,1913.0
0,2016-03-29,935,1914.0
1,2016-03-29,924,1914.0
0,2016-03-30,713,1915.0
1,2016-03-30,774,1915.0
0,2016-03-31,760,1916.0
1,2016-03-31,842,1916.0
0,2016-04-01,886,1917.0
1,2016-04-01,110,1917.0
0,2016-04-02,96,1918.0
1,2016-04-02,898,1918.0
0,2016-04-03,160,1919.0
1,2016-04-03,801,1919.0
0,2016-04-04,883,1920.0
1,2016-04-04,915,1920.0
0,2016-04-05,554,1921.0
1,2016-04-05,218,1921.0
0,2016-04-06,414,1922.0
1,2016-04-06,478,1922.0
0,2016-04-07,49,1923.0
1,2016-04-07,792,1923.0
0,2016-04-08,412,1924.0
1,2016-04-08,516,1924.0
0,2016-04-09,963,1925.0
1,2016-04-09,340,1925.0
0,2016-04-10,203,1926.0
1,2016-04-10,431,1926.0
0,2016-04-11,351,1927.0
1,2016-04-11,545,1927.0
0,2016-04-12,929,1928.0
1,2016-04-12,403,1928.0
0,2016-04-13,187,1929.0
1,2016-04-13,221,1929.0
0,2016-04-14,490,1930.0
1,2016-04-14,264,1930.0
0,2016-04-15,453,1931.0
1,2016-04-15,25,1931.0
0,2016-04-16,633,1932.0
1,2016-04-16,760,1932.0
0,2016-04-17,37,1933.0
1,2016-04-17,848,1933.0
0,2016-04-18,973,1934.0
1,2016-04-18,961,1934.0
0,2016-04-19,793,1935.0
1,2016-04-19,954,1935.0
0,2016-04-20,119,1936.0
1,2016-04-20,235,1936.0
0,2016-04-21,929,1937.0
1,2016-04-21,522,1937.0
0,2016-04-22,823,1938.0
1,2016-04-22,675,1938.0
0,2016-04-23,350,1939.0
1,2016-04-23,82,1939.0
0,2016-04-24,246,1940.0
1,2016-04-24,199,1940.0
0,2016-04-25,810,1941.0
1,2016-04-25,378,1941.0
0,2016-04-26,282,1942.0
1,2016-04-26,220,1942.0
0,2016-04-27,80,1943.0
1,2016-04-27,550,1943.0
0,2016-04-28,93,1944.0
1,2016-04-28,192,1944.0
0,2016-04-29,523,1945.0
1,2016-04-29,863,1945.0
0,2016-04-30,58,1946.0
1,2016-04-30,599,1946.0
0,2016-05-01,668,1947.0
1,2016-05-01,888,1947.0
0,2016-05-02,785,1948.0
1,2016-05-02,617,1948.0
0,2016-05-03,648,1949.0
1,2016-05-03,925,1949.0
0,2016-05-04,610,1950.0
1,2016-05-04,161,1950.0
0,2016-05-05,62,1951.0
1,2016-05-05,685,1951.0
0,2016-05-06,689,1952.0
1,2016-05-06,43,1952.0
0,2016-05-07,321,1953.0
1,2016-05-07,882,1953.0
0,2016-05-08,302,1954.0
1,2016-05-08,372,1954.0
0,2016-05-09,251,1955.0
1,2016-05-09,587,1955.0
0,2016-05-10,283,1956.0
1,2016-05-10,937,1956.0
0,2016-05-11,304,1957.0
1,2016-05-11,639,1957.0
0,2016-05-12,84,1958.0
1,2016-05-12,34,1958.0
0,2016-05-13,102,1959.0
1,2016-05-13,67,1959.0
0,2016-05-14,664,1960.0
1,2016-05-14,541,1960.0
0,2016-05-15,149,1961.0
1,2016-05-15,138,1961.0
0,2016-05-16,335,1962.0
1,2016-05-16,746,1962.0
0,2016-05-17,282,1963.0
1,2016-05-17,299,1963.0
0,2016-05-18,415,1964.0
1,2016-05-18,745,1964.0
0,2016-05-19,337,1965.0
1,2016-05-19,863,1965.0
0,2016-05-20,878,1966.0
1,2016-05-20,550,1966.0
0,2016-05-21,63,1967.0
1,2016-05-21,582,1967.0
0,2016-05-22,64,1968.0
1,2016-05-22,947,1968.0
0,2016-05-23,205,1969.0
1,2016-05-23,697,1969.0
0,2016-05-24,223,1970.0
1,2016-05-24,885,1970.0
0,2016-05-25,329,1971.0
1,2016-05-25,752,1971.0
0,2016-05-26,361,1972.0
1,2016-05-26,418,1972.0
0,2016-05-27,434,1973.0
1,2016-05-27,989,1973.0
0,2016-05-28,57,1974.0
1,2016-05-28,591,1974.0
0,2016-05-29,173,1975.0
1,2016-05-29,179,1975.0
0,2016-05-30,746,1976.0
1,2016-05-30,79,1976.0
0,2016-05-31,340,1977.0
1,2016-05-31,314,1977.0
0,2016-06-01,149,1978.0
1,2016-06-01,824,1978.0
0,2016-06-02,645,1979.0
1,2016-06-02,908,1979.0
0,2016-06-03,898,1980.0
1,2016-06-03,914,1980.0
0,2016-06-04,959,1981.0
1,2016-06-04,573,1981.0
0,2016-06-05,820,1982.0
1,2016-06-05,171,1982.0
0,2016-06-06,743,1983.0
1,2016-06-06,889,1983.0
0,2016-06-07,741,1984.0
1,2016-06-07,737,1984.0
0,2016-06-08,607,1985.0
1,2016-06-08,510,1985.0
0,2016-06-09,114,1986.0
1,2016-06-09,391,1986.0
0,2016-06-10,569,1987.0
1,2016-06-10,810,1987.0
0,2016-06-11,638,1988.0
1,2016-06-11,413,1988.0
0,2016-06-12,517,1989.0
1,2016-06-12,17,1989.0
0,2016-06-13,942,1990.0
1,2016-06-13,959,1990.0
0,2016-06-14,358,1991.0
1,2016-06-14,874,1991.0
0,2016-06-15,259,1992.0
1,2016-06-15,328,1992.0
0,2016-06-16,1,1993.0
1,2016-06-16,683,1993.0
0,2016-06-17,956,1994.0
1,2016-06-17,619,1994.0
0,2016-06-18,712,1995.0
1,2016-06-18,565,1995.0
0,2016-06-19,613,1996.0
1,2016-06-19,923,1996.0
0,2016-06-20,801,1997.0
1,2016-06-20,420,1997.0
0,2016-06-21,541,1998.0
1,2016-06-21,431,1998.0
0,2016-06-22,955,1999.0
1,2016-06-22,289,1999.0
0,2016-06-23,505,2000.0
1,2016-06-23,811,2000.0
0,2016-06-24,523,2001.0
1,2016-06-24,890,2001.0
0,2016-06-25,959,2002.0
1,2016-06-25,945,2002.0
0,2016-06-26,454,2003.0
1,2016-06-26,32,2003.0
0,2016-06-27,908,2004.0
1,2016-06-27,415,2004.0
0,2016-06-28,833,2005.0
1,2016-06-28,333,2005.0
0,2016-06-29,417,2006.0
1,2016-06-29,153,2006.0
0,2016-06-30,113,2007.0
1,2016-06-30,431,2007.0
0,2016-07-01,531,2008.0
1,2016-07-01,964,2008.0
0,2016-07-02,453,2009.0
1,2016-07-02,709,2009.0
0,2016-07-03,541,2010.0
1,2016-07-03,5,2010.0
0,2016-07-04,20,2011.0
1,2016-07-04,603,2011.0
0,2016-07-05,318,2012.0
1,2016-07-05,149,2012.0
0,2016-07-06,613,2013.0
1,2016-07-06,793,2013.0
0,2016-07-07,57,2014.0
1,2016-07-07,42,2014.0
0,2016-07-08,438,2015.0
1,2016-07-08,635,2015.0
0,2016-07-09,663,2016.0
1,2016-07-09,222,2016.0
0,2016-07-10,104,2017.0
1,2016-07-10,211,2017.0
0,2016-07-11,363,2018.0
1,2016-07-11,532,2018.0
0,2016-07-12,138,2019.0
1,2016-07-12,113,2019.0
0,2016-07-13,123,2020.0
1,2016-07-13,58,2020.0
0,2016-07-14,195,2021.0
1,2016-07-14,50,2021.0
0,2016-07-15,751,2022.0
1,2016-07-15,10,2022.0
0,2016-07-16,492,2023.0
1,2016-07-16,733,2023.0
0,2016-07-17,337,2024.0
1,2016-07-17,13,2024.0
0,2016-07-18,474,2025.0
1,2016-07-18,816,2025.0
0,2016-07-19,324,2026.0
1,2016-07-19,651,2026.0
0,2016-07-20,697,2027.0
1,2016-07-20,546,2027.0
0,2016-07-21,542,2028.0
1,2016-07-21,143,2028.0
0,2016-07-22,988,2029.0
1,2016-07-22,488,2029.0
0,2016-07-23,710,2030.0
1,2016-07-23,873,2030.0
0,2016-07-24,995,2031.0
1,2016-07-24,553,2031.0
0,2016-07-25,692,2032.0
1,2016-07-25,977,2032.0
0,2016-07-26,806,2033.0
1,2016-07-26,570,2033.0
0,2016-07-27,490,2034.0
1,2016-07-27,565,2034.0
0,2016-07-28,313,2035.0
1,2016-07-28,772,2035.0
0,2016-07-29,823,2036.0
1,2016-07-29,587,2036.0
0,2016-07-30,218,2037.0
1,2016-07-30,795,2037.0
0,2016-07-31,660,2038.0
1,2016-07-31,52,2038.0
0,2016-08-01,721,2039.0
1,2016-08-01,285,2039.0
